split,channel,uav_id,extreme_rows,maximum_extreme_run,isolated_extremes_percent,first_extreme_cycle,last_extreme_cycle
test,telemetry_04,UAV_0129,1,1,100.0,83,83
test,telemetry_04,UAV_0130,7,1,100.0,2,249
test,telemetry_04,UAV_0131,1,1,100.0,49,49
test,telemetry_04,UAV_0132,1,1,100.0,13,13
test,telemetry_04,UAV_0134,2,1,100.0,14,49
test,telemetry_04,UAV_0135,5,1,100.0,52,95
test,telemetry_04,UAV_0136,1,1,100.0,61,61
test,telemetry_04,UAV_0137,2,1,100.0,34,45
test,telemetry_04,UAV_0138,6,1,100.0,8,132
test,telemetry_04,UAV_0139,6,1,100.0,17,238
test,telemetry_04,UAV_0140,6,1,100.0,6,292
test,telemetry_04,UAV_0141,1,1,100.0,9,9
test,telemetry_04,UAV_0142,2,1,100.0,74,84
test,telemetry_04,UAV_0143,3,1,100.0,17,133
test,telemetry_04,UAV_0144,5,1,100.0,41,135
test,telemetry_04,UAV_0145,2,1,100.0,33,73
test,telemetry_04,UAV_0146,1,1,100.0,3,3
test,telemetry_04,UAV_0147,1,1,100.0,11,11
test,telemetry_04,UAV_0148,3,1,100.0,31,130
test,telemetry_04,UAV_0149,3,1,100.0,101,211
test,telemetry_04,UAV_0150,1,1,100.0,4,4
test,telemetry_04,UAV_0151,2,1,100.0,35,103
test,telemetry_04,UAV_0152,2,1,100.0,2,35
test,telemetry_04,UAV_0153,3,1,100.0,29,69
test,telemetry_04,UAV_0154,2,1,100.0,19,48
test,telemetry_04,UAV_0155,6,1,100.0,28,196
test,telemetry_04,UAV_0156,3,1,100.0,16,145
test,telemetry_04,UAV_0157,5,1,100.0,23,148
test,telemetry_04,UAV_0158,2,1,100.0,50,86
test,telemetry_04,UAV_0159,2,1,100.0,39,52
test,telemetry_04,UAV_0160,4,1,100.0,2,99
test,telemetry_04,UAV_0161,1,1,100.0,43,43
test,telemetry_04,UAV_0162,1,1,100.0,74,74
test,telemetry_04,UAV_0163,1,1,100.0,8,8
test,telemetry_04,UAV_0164,4,1,100.0,203,256
test,telemetry_04,UAV_0166,2,1,100.0,48,117
test,telemetry_04,UAV_0167,5,1,100.0,36,170
test,telemetry_04,UAV_0168,1,1,100.0,141,141
test,telemetry_04,UAV_0169,2,1,100.0,51,63
test,telemetry_04,UAV_0170,1,1,100.0,62,62
test,telemetry_04,UAV_0171,10,1,100.0,7,363
test,telemetry_04,UAV_0172,5,1,100.0,130,231
test,telemetry_04,UAV_0173,2,1,100.0,30,105
test,telemetry_04,UAV_0174,3,1,100.0,9,66
test,telemetry_04,UAV_0175,6,1,100.0,5,171
test,telemetry_04,UAV_0176,4,1,100.0,15,148
test,telemetry_04,UAV_0177,3,1,100.0,75,346
test,telemetry_04,UAV_0178,4,1,100.0,29,226
test,telemetry_04,UAV_0179,3,1,100.0,11,170
test,telemetry_04,UAV_0180,2,1,100.0,10,70
test,telemetry_04,UAV_0181,3,1,100.0,61,116
test,telemetry_04,UAV_0182,5,1,100.0,54,184
test,telemetry_04,UAV_0183,4,1,100.0,17,119
test,telemetry_04,UAV_0184,3,1,100.0,23,65
test,telemetry_04,UAV_0185,3,1,100.0,19,81
test,telemetry_04,UAV_0186,1,1,100.0,39,39
test,telemetry_04,UAV_0187,2,2,0.0,168,169
test,telemetry_04,UAV_0189,4,1,100.0,15,103
test,telemetry_04,UAV_0190,5,1,100.0,24,178
test,telemetry_04,UAV_0191,1,1,100.0,39,39
test,telemetry_04,UAV_0192,6,1,100.0,62,189
test,telemetry_04,UAV_0193,3,1,100.0,25,132
test,telemetry_04,UAV_0194,6,1,100.0,39,250
test,telemetry_04,UAV_0195,3,1,100.0,28,212
test,telemetry_04,UAV_0196,7,1,100.0,36,333
test,telemetry_04,UAV_0198,2,1,100.0,69,106
test,telemetry_04,UAV_0199,8,2,75.0,89,266
test,telemetry_04,UAV_0200,3,1,100.0,21,180
test,telemetry_24,UAV_0101,1,1,100.0,98,98
test,telemetry_24,UAV_0102,4,1,100.0,40,86
test,telemetry_24,UAV_0103,4,1,100.0,108,186
test,telemetry_24,UAV_0104,2,1,100.0,57,67
test,telemetry_24,UAV_0105,6,1,100.0,9,125
test,telemetry_24,UAV_0106,1,1,100.0,40,40
test,telemetry_24,UAV_0107,4,1,100.0,4,47
test,telemetry_24,UAV_0108,3,1,100.0,29,178
test,telemetry_24,UAV_0109,3,1,100.0,11,211
test,telemetry_24,UAV_0110,1,1,100.0,37,37
test,telemetry_24,UAV_0111,1,1,100.0,48,48
test,telemetry_24,UAV_0112,4,1,100.0,24,143
test,telemetry_24,UAV_0113,2,1,100.0,17,64
test,telemetry_24,UAV_0114,1,1,100.0,141,141
test,telemetry_24,UAV_0115,4,1,100.0,25,96
test,telemetry_24,UAV_0116,3,1,100.0,39,121
test,telemetry_24,UAV_0117,2,1,100.0,85,182
test,telemetry_24,UAV_0118,5,2,60.0,22,154
test,telemetry_24,UAV_0119,2,1,100.0,10,17
test,telemetry_24,UAV_0120,3,2,33.33333333333333,90,153
test,telemetry_24,UAV_0121,4,1,100.0,89,247
test,telemetry_24,UAV_0123,6,2,33.33333333333333,122,331
test,telemetry_24,UAV_0124,20,12,40.0,79,475
test,telemetry_24,UAV_0125,3,1,100.0,13,162
test,telemetry_24,UAV_0128,1,1,100.0,63,63
test,telemetry_24,UAV_0129,1,1,100.0,83,83
test,telemetry_24,UAV_0130,7,1,100.0,2,249
test,telemetry_24,UAV_0131,1,1,100.0,49,49
test,telemetry_24,UAV_0132,1,1,100.0,13,13
test,telemetry_24,UAV_0134,2,1,100.0,14,49
test,telemetry_24,UAV_0135,5,1,100.0,52,95
test,telemetry_24,UAV_0136,1,1,100.0,61,61
test,telemetry_24,UAV_0137,2,1,100.0,34,45
test,telemetry_24,UAV_0138,6,1,100.0,8,132
test,telemetry_24,UAV_0139,12,6,50.0,17,310
test,telemetry_24,UAV_0140,6,1,100.0,6,292
test,telemetry_24,UAV_0141,1,1,100.0,9,9
test,telemetry_24,UAV_0142,2,1,100.0,74,84
test,telemetry_24,UAV_0143,3,1,100.0,17,133
test,telemetry_24,UAV_0144,5,1,100.0,41,135
test,telemetry_24,UAV_0145,2,1,100.0,33,73
test,telemetry_24,UAV_0146,4,3,25.0,3,180
test,telemetry_24,UAV_0147,1,1,100.0,11,11
test,telemetry_24,UAV_0148,3,1,100.0,31,130
test,telemetry_24,UAV_0149,3,1,100.0,101,211
test,telemetry_24,UAV_0150,1,1,100.0,4,4
test,telemetry_24,UAV_0151,2,1,100.0,35,103
test,telemetry_24,UAV_0152,2,1,100.0,2,35
test,telemetry_24,UAV_0153,3,1,100.0,29,69
test,telemetry_24,UAV_0154,2,1,100.0,19,48
test,telemetry_24,UAV_0155,6,1,100.0,28,196
test,telemetry_24,UAV_0156,3,1,100.0,16,145
test,telemetry_24,UAV_0157,5,1,100.0,23,148
test,telemetry_24,UAV_0158,2,1,100.0,50,86
test,telemetry_24,UAV_0159,2,1,100.0,39,52
test,telemetry_24,UAV_0160,4,1,100.0,2,99
test,telemetry_24,UAV_0161,1,1,100.0,43,43
test,telemetry_24,UAV_0162,1,1,100.0,74,74
test,telemetry_24,UAV_0163,1,1,100.0,8,8
test,telemetry_24,UAV_0164,4,1,100.0,203,256
test,telemetry_24,UAV_0166,2,1,100.0,48,117
test,telemetry_24,UAV_0167,5,1,100.0,36,170
test,telemetry_24,UAV_0168,1,1,100.0,141,141
test,telemetry_24,UAV_0169,2,1,100.0,51,63
test,telemetry_24,UAV_0170,1,1,100.0,62,62
test,telemetry_24,UAV_0171,10,1,100.0,7,363
test,telemetry_24,UAV_0172,5,1,100.0,130,231
test,telemetry_24,UAV_0173,2,1,100.0,30,105
test,telemetry_24,UAV_0174,3,1,100.0,9,66
test,telemetry_24,UAV_0175,6,1,100.0,5,171
test,telemetry_24,UAV_0176,4,1,100.0,15,148
test,telemetry_24,UAV_0177,3,1,100.0,75,346
test,telemetry_24,UAV_0178,4,1,100.0,29,226
test,telemetry_24,UAV_0179,3,1,100.0,11,170
test,telemetry_24,UAV_0180,2,1,100.0,10,70
test,telemetry_24,UAV_0181,3,1,100.0,61,116
test,telemetry_24,UAV_0182,13,8,38.46153846153847,54,194
test,telemetry_24,UAV_0183,4,1,100.0,17,119
test,telemetry_24,UAV_0184,3,1,100.0,23,65
test,telemetry_24,UAV_0185,3,1,100.0,19,81
test,telemetry_24,UAV_0186,1,1,100.0,39,39
test,telemetry_24,UAV_0187,2,2,0.0,168,169
test,telemetry_24,UAV_0189,4,1,100.0,15,103
test,telemetry_24,UAV_0190,5,1,100.0,24,178
test,telemetry_24,UAV_0191,1,1,100.0,39,39
test,telemetry_24,UAV_0192,9,3,66.66666666666666,62,266
test,telemetry_24,UAV_0193,3,1,100.0,25,132
test,telemetry_24,UAV_0194,24,18,25.0,39,333
test,telemetry_24,UAV_0195,3,1,100.0,28,212
test,telemetry_24,UAV_0196,7,1,100.0,36,333
test,telemetry_24,UAV_0198,2,1,100.0,69,106
test,telemetry_24,UAV_0199,15,7,40.0,89,289
test,telemetry_24,UAV_0200,3,1,100.0,21,180
test,telemetry_26,UAV_0182,1,1,100.0,194,194
test,telemetry_26,UAV_0194,4,4,0.0,330,333
test,telemetry_26,UAV_0199,1,1,100.0,288,288
