split,channel,uav_id,flight_cycle,RUL,value,previous_value,next_value,direction,lower_bound,upper_bound,distance_beyond_bound_iqr,extreme_run_length,isolated_spike,cooccurring_channel_count,cooccurring_channels,change_from_previous,change_to_next
test,telemetry_04,UAV_0101,98,,-125.55620624564462,-125.87101026067972,-125.87243259961178,high,-126.04453561039314,-125.74584443465695,4.444280350145725,1,True,2,telemetry_04;telemetry_24,0.3148040150351079,-0.31622635396716703
test,telemetry_24,UAV_0194,134,,-3457.2894140294434,-3659.322067338955,-3659.239755251191,high,-3721.0504728158458,-3578.1048461889845,5.9162917052676685,1,True,2,telemetry_04;telemetry_24,202.03265330951172,-201.95034122174775
test,telemetry_24,UAV_0194,209,,-3491.322630943036,-3671.086813846314,-3672.942375562196,high,-3721.0504728158458,-3578.1048461889845,4.249696342983376,1,True,2,telemetry_04;telemetry_24,179.76418290327774,-181.61974461915997
test,telemetry_24,UAV_0194,221,,-3878.40721658457,-3672.6222084066,-3675.1758525199207,low,-3721.0504728158458,-3578.1048461889845,7.70570763424871,1,True,2,telemetry_04;telemetry_24,-205.7850081779702,203.23136406464937
test,telemetry_24,UAV_0194,250,,-3500.933970243792,-3684.8308310671873,-3682.078742561418,high,-3721.0504728158458,-3578.1048461889845,3.779032240184947,1,True,2,telemetry_04;telemetry_24,183.8968608233954,-181.14477231762612
test,telemetry_24,UAV_0194,316,,-3721.648268705637,-3720.658170639008,-3722.032140125181,low,-3721.0504728158458,-3578.1048461889845,0.029273866765163945,18,False,1,telemetry_24,-0.9900980666288888,-0.3838714195439934
test,telemetry_24,UAV_0194,317,,-3722.032140125181,-3721.648268705637,-3725.030702879581,low,-3721.0504728158458,-3578.1048461889845,0.04807192306262758,18,False,1,telemetry_24,-0.3838714195439934,-2.9985627544001545
test,telemetry_24,UAV_0194,318,,-3725.030702879581,-3722.032140125181,-3724.0200577368378,low,-3721.0504728158458,-3578.1048461889845,0.194910548182599,18,False,1,telemetry_24,-2.9985627544001545,1.0106451427432148
test,telemetry_24,UAV_0194,319,,-3724.0200577368378,-3725.030702879581,-3721.744475035017,low,-3721.0504728158458,-3578.1048461889845,0.14541959021387782,18,False,1,telemetry_24,1.0106451427432148,2.2755827018208947
test,telemetry_24,UAV_0194,320,,-3721.744475035017,-3724.0200577368378,-3721.520205206205,low,-3721.0504728158458,-3578.1048461889845,0.033985058856533044,18,False,1,telemetry_24,2.2755827018208947,0.2242698288118845
test,telemetry_24,UAV_0194,321,,-3721.520205206205,-3721.744475035017,-3736.650490087833,low,-3721.0504728158458,-3578.1048461889845,0.023002639605742264,18,False,1,telemetry_24,0.2242698288118845,-15.130284881628086
test,telemetry_24,UAV_0194,322,,-3736.650490087833,-3721.520205206205,-3726.6805322450464,low,-3721.0504728158458,-3578.1048461889845,0.7639276799209977,18,False,1,telemetry_24,-15.130284881628086,9.969957842786698
test,telemetry_24,UAV_0194,323,,-3726.6805322450464,-3736.650490087833,-3726.73507423198,low,-3721.0504728158458,-3578.1048461889845,0.27570214587452585,18,False,1,telemetry_24,9.969957842786698,-0.05454198693360013
test,telemetry_24,UAV_0194,324,,-3726.73507423198,-3726.6805322450464,-3725.821014563476,low,-3721.0504728158458,-3578.1048461889845,0.2783730489132863,18,False,1,telemetry_24,-0.05454198693360013,0.9140596685037963
test,telemetry_24,UAV_0194,325,,-3725.821014563476,-3726.73507423198,-3731.420392204627,low,-3721.0504728158458,-3578.1048461889845,0.2336118496341456,18,False,1,telemetry_24,0.9140596685037963,-5.5993776411510225
test,telemetry_24,UAV_0194,326,,-3731.420392204627,-3725.821014563476,-3733.5336443582455,low,-3721.0504728158458,-3578.1048461889845,0.5078115185080433,18,False,1,telemetry_24,-5.5993776411510225,-2.113252153618305
test,telemetry_24,UAV_0194,327,,-3733.5336443582455,-3731.420392204627,-3728.661624002817,low,-3721.0504728158458,-3578.1048461889845,0.61129677667507,18,False,1,telemetry_24,-2.113252153618305,4.8720203554285035
test,telemetry_24,UAV_0194,328,,-3728.661624002817,-3733.5336443582455,-3733.746673987992,low,-3721.0504728158458,-3578.1048461889845,0.3727155532213197,18,False,1,telemetry_24,4.8720203554285035,-5.085049985174919
test,telemetry_24,UAV_0194,329,,-3733.746673987992,-3728.661624002817,-3738.533775965857,low,-3721.0504728158458,-3578.1048461889845,0.6217287670997752,18,False,1,telemetry_24,-5.085049985174919,-4.78710197786495
test,telemetry_24,UAV_0194,330,,-3738.533775965857,-3733.746673987992,-3737.6940957908346,low,-3721.0504728158458,-3578.1048461889845,0.856151565724646,18,False,2,telemetry_24;telemetry_26,-4.78710197786495,0.8396801750222949
test,telemetry_24,UAV_0194,331,,-3737.6940957908346,-3738.533775965857,-3737.3930295622736,low,-3721.0504728158458,-3578.1048461889845,0.8150327056107993,18,False,2,telemetry_24;telemetry_26,0.8396801750222949,0.3010662285610124
test,telemetry_24,UAV_0194,332,,-3737.3930295622736,-3737.6940957908346,-3735.269112447892,low,-3721.0504728158458,-3578.1048461889845,0.8002895920951385,18,False,2,telemetry_24;telemetry_26,0.3010662285610124,2.123917114381584
test,telemetry_24,UAV_0194,333,,-3735.269112447892,-3737.3930295622736,,low,-3721.0504728158458,-3578.1048461889845,0.6962820743311965,18,False,2,telemetry_24;telemetry_26,2.123917114381584,
test,telemetry_24,UAV_0195,28,,-3487.183025771589,-3646.7602270849866,-3649.466051163672,high,-3721.0504728158458,-3578.1048461889845,4.452411437414135,1,True,2,telemetry_04;telemetry_24,159.57720131339738,-162.2830253920829
test,telemetry_24,UAV_0195,210,,-3816.2485503299567,-3662.4304622078657,-3661.180840439637,low,-3721.0504728158458,-3578.1048461889845,4.661818331373524,1,True,2,telemetry_04;telemetry_24,-153.818088122091,155.06770989031975
test,telemetry_24,UAV_0195,212,,-3458.5323303669124,-3661.180840439637,-3661.02464039998,high,-3721.0504728158458,-3578.1048461889845,5.855426503808972,1,True,2,telemetry_04;telemetry_24,202.64851007272455,-202.4923100330675
test,telemetry_24,UAV_0196,36,,-3859.833492292045,-3663.708085226264,-3666.794519098204,low,-3721.0504728158458,-3578.1048461889845,6.796158506264093,1,True,2,telemetry_04;telemetry_24,-196.12540706578102,193.03897319384077
test,telemetry_24,UAV_0196,46,,-3839.033646225732,-3665.329518287634,-3668.780081914511,low,-3721.0504728158458,-3578.1048461889845,5.777596932189108,1,True,2,telemetry_04;telemetry_24,-173.70412793809783,170.253564311221
test,telemetry_24,UAV_0196,157,,-3882.2106731092586,-3666.58002765222,-3663.432306303692,low,-3721.0504728158458,-3578.1048461889845,7.891961640762096,1,True,2,telemetry_04;telemetry_24,-215.63064545703855,218.77836680556675
test,telemetry_24,UAV_0196,249,,-3840.486936006105,-3677.251207670473,-3672.5408714550695,low,-3721.0504728158458,-3578.1048461889845,5.848764051482435,1,True,2,telemetry_04;telemetry_24,-163.2357283356323,167.94606455103576
test,telemetry_24,UAV_0196,284,,-3522.9983933021017,-3678.714166536315,-3674.406001553709,high,-3721.0504728158458,-3578.1048461889845,2.698544749571888,1,True,2,telemetry_04;telemetry_24,155.71577323421343,-151.40760825160714
test,telemetry_24,UAV_0196,318,,-3462.221028821405,-3680.862032740215,-3677.361847286848,high,-3721.0504728158458,-3578.1048461889845,5.674792161991366,1,True,2,telemetry_04;telemetry_24,218.64100391880993,-215.14081846544286
test,telemetry_24,UAV_0196,333,,-3500.414669558588,-3682.114572849941,-3676.342709650687,high,-3721.0504728158458,-3578.1048461889845,3.804462222774886,1,True,2,telemetry_04;telemetry_24,181.69990329135317,-175.9280400920993
test,telemetry_24,UAV_0198,69,,-3458.6474982823997,-3639.27925853372,-3642.0967641017583,high,-3721.0504728158458,-3578.1048461889845,5.84978676912499,1,True,2,telemetry_04;telemetry_24,180.63176025132043,-183.44926581935852
test,telemetry_24,UAV_0198,106,,-3403.3972110489394,-3638.7628449923286,-3640.6741153809658,high,-3721.0504728158458,-3578.1048461889845,8.555375039018564,1,True,2,telemetry_04;telemetry_24,235.36563394338918,-237.27690433202633
test,telemetry_24,UAV_0199,89,,-3469.8473556728645,-3646.4876475910983,-3645.99064000602,high,-3721.0504728158458,-3578.1048461889845,5.301333461505425,1,True,2,telemetry_04;telemetry_24,176.64029191823374,-176.1432843331554
test,telemetry_24,UAV_0199,144,,-3829.81376763494,-3645.6192178190463,-3887.7924287349274,low,-3721.0504728158458,-3578.1048461889845,5.326102530726851,2,False,2,telemetry_04;telemetry_24,-184.19454981589388,-57.97866109998722
test,telemetry_24,UAV_0199,145,,-3887.7924287349274,-3829.81376763494,-3651.4191554303393,low,-3721.0504728158458,-3578.1048461889845,8.165298365373298,2,False,2,telemetry_04;telemetry_24,-57.97866109998722,236.3732733045881
test,telemetry_24,UAV_0199,165,,-3868.844778451327,-3648.804256929725,-3656.571261519704,low,-3721.0504728158458,-3578.1048461889845,7.237438205429934,1,True,2,telemetry_04;telemetry_24,-220.04052152160193,212.2735169316229
test,telemetry_24,UAV_0199,168,,-3819.2545767360793,-3647.435277093038,-3653.820854013476,low,-3721.0504728158458,-3578.1048461889845,4.809022449046783,1,True,2,telemetry_04;telemetry_24,-171.81929964304118,165.4337227226033
test,telemetry_24,UAV_0199,231,,-3460.587343381709,-3671.446991523732,-3672.831545221582,high,-3721.0504728158458,-3578.1048461889845,5.754793196984362,1,True,2,telemetry_04;telemetry_24,210.8596481420227,-212.24420183987286
test,telemetry_24,UAV_0199,254,,-3932.294983151989,-3687.939258111176,-3696.561654257308,low,-3721.0504728158458,-3578.1048461889845,10.344573718319937,1,True,2,telemetry_04;telemetry_24,-244.355725040813,235.7333288946811
test,telemetry_24,UAV_0199,266,,-3874.425305372766,-3706.621903186787,-3701.286861565008,low,-3721.0504728158458,-3578.1048461889845,7.5107147608018945,1,True,2,telemetry_04;telemetry_24,-167.80340218597894,173.138443807758
test,telemetry_24,UAV_0199,283,,-3722.0892428426127,-3720.794335108849,-3724.432380839434,low,-3721.0504728158458,-3578.1048461889845,0.050868224225914145,7,False,1,telemetry_24,-1.294907733763921,-2.343137996821042
test,telemetry_24,UAV_0199,284,,-3724.432380839434,-3722.0892428426127,-3728.410533550086,low,-3721.0504728158458,-3578.1048461889845,0.16561091600872918,7,False,1,telemetry_24,-2.343137996821042,-3.9781527106520116
test,telemetry_24,UAV_0199,285,,-3728.410533550086,-3724.432380839434,-3727.403564460921,low,-3721.0504728158458,-3578.1048461889845,0.3604197368987506,7,False,1,telemetry_24,-3.9781527106520116,1.0069690891646133
test,telemetry_24,UAV_0199,286,,-3727.403564460921,-3728.410533550086,-3732.3338867700086,low,-3721.0504728158458,-3578.1048461889845,0.3111087940564619,7,False,1,telemetry_24,1.0069690891646133,-4.930322309087387
test,telemetry_24,UAV_0199,287,,-3732.3338867700086,-3727.403564460921,-3733.315831413963,low,-3721.0504728158458,-3578.1048461889845,0.5525450448744106,7,False,1,telemetry_24,-4.930322309087387,-0.9819446439546482
test,telemetry_24,UAV_0199,288,,-3733.315831413963,-3732.3338867700086,-3729.574371768101,low,-3721.0504728158458,-3578.1048461889845,0.6006305489215201,7,False,2,telemetry_24;telemetry_26,-0.9819446439546482,3.741459645862051
test,telemetry_24,UAV_0199,289,,-3729.574371768101,-3733.315831413963,,low,-3721.0504728158458,-3578.1048461889845,0.41741250903422705,7,False,1,telemetry_24,3.741459645862051,
test,telemetry_24,UAV_0200,21,,-3810.5135379760777,-3623.783126058932,-3623.391664817327,low,-3721.0504728158458,-3578.1048461889845,4.380976675532271,1,True,2,telemetry_04;telemetry_24,-186.73041191714583,187.12187315875053
test,telemetry_24,UAV_0200,167,,-3430.3930216207564,-3644.773752243557,-3649.895587662788,high,-3721.0504728158458,-3578.1048461889845,7.233399134879859,1,True,2,telemetry_04;telemetry_24,214.38073062280046,-219.5025660420315
test,telemetry_24,UAV_0200,180,,-3453.3890142998816,-3651.291088057541,-3649.367503611701,high,-3721.0504728158458,-3578.1048461889845,6.107292988421312,1,True,2,telemetry_04;telemetry_24,197.9020737576593,-195.97848931181943
test,telemetry_26,UAV_0182,194,,-7659.266614435349,-7648.932794388467,,low,-7651.659774678616,-7320.116381507856,0.16060606060609378,1,True,2,telemetry_24;telemetry_26,-10.333820046881556,
test,telemetry_26,UAV_0194,330,,-7652.664451627619,-7651.372724121758,-7658.118412207918,low,-7651.659774678616,-7320.116381507856,0.021212121212149142,4,False,2,telemetry_24;telemetry_26,-1.291727505860763,-5.4539605802983715
test,telemetry_26,UAV_0194,331,,-7658.118412207918,-7652.664451627619,-7670.461586152803,low,-7651.659774678616,-7320.116381507856,0.13636363636366777,4,False,2,telemetry_24;telemetry_26,-5.4539605802983715,-12.343173944885166
test,telemetry_26,UAV_0194,332,,-7670.461586152803,-7658.118412207918,-7662.137120003926,low,-7651.659774678616,-7320.116381507856,0.3969696969697232,4,False,2,telemetry_24;telemetry_26,-12.343173944885166,8.324466148877036
test,telemetry_26,UAV_0194,333,,-7662.137120003926,-7670.461586152803,,low,-7651.659774678616,-7320.116381507856,0.22121212121212994,4,False,2,telemetry_24;telemetry_26,8.324466148877036,
test,telemetry_26,UAV_0199,288,,-7653.238552741334,-7638.886024898444,-7647.497541604178,low,-7651.659774678616,-7320.116381507856,0.03333333333335253,1,True,2,telemetry_24;telemetry_26,-14.352527842890595,5.74101113715642
train,telemetry_01,UAV_0001,1,258.0,-53.63786294882712,,-55.41236795005162,low,29.131278113097977,142.99618092382494,5.088345689773805,160,False,3,telemetry_01;telemetry_18;telemetry_26,,-1.7745050012244974
train,telemetry_01,UAV_0001,2,257.0,-55.41236795005162,-53.63786294882712,-41.03388566785334,low,29.131278113097977,142.99618092382494,5.197435801844767,160,False,3,telemetry_01;telemetry_18;telemetry_26,-1.7745050012244974,14.378482282198277
train,telemetry_01,UAV_0001,3,256.0,-41.03388566785334,-55.41236795005162,-47.94550263114607,low,29.131278113097977,142.99618092382494,4.3134990180695825,160,False,7,telemetry_01;telemetry_04;telemetry_10;telemetry_11;telemetry_18;telemetry_24;telemetry_26,14.378482282198277,-6.91161696329273
train,telemetry_01,UAV_0001,4,255.0,-47.94550263114607,-41.03388566785334,-67.76163186258404,low,29.131278113097977,142.99618092382494,4.738400085464085,160,False,3,telemetry_01;telemetry_18;telemetry_26,-6.91161696329273,-19.81612923143797
train,telemetry_01,UAV_0001,5,254.0,-67.76163186258404,-47.94550263114607,-41.70166304161023,low,29.131278113097977,142.99618092382494,5.956623622269299,160,False,3,telemetry_01;telemetry_18;telemetry_26,-19.81612923143797,26.059968820973808
train,telemetry_01,UAV_0001,6,253.0,-41.70166304161023,-67.76163186258404,-42.22951200119532,low,29.131278113097977,142.99618092382494,4.354551541726222,160,False,3,telemetry_01;telemetry_18;telemetry_26,26.059968820973808,-0.5278489595850857
train,telemetry_01,UAV_0001,7,252.0,-42.22951200119532,-41.70166304161023,-40.690596480614886,low,29.131278113097977,142.99618092382494,4.387001775519839,160,False,3,telemetry_01;telemetry_18;telemetry_26,-0.5278489595850857,1.5389155205804315
train,telemetry_01,UAV_0001,8,251.0,-40.690596480614886,-42.22951200119532,-52.29024638977039,low,29.131278113097977,142.99618092382494,4.292394847676853,160,False,3,telemetry_01;telemetry_18;telemetry_26,1.5389155205804315,-11.599649909155502
train,telemetry_01,UAV_0001,9,250.0,-52.29024638977039,-40.690596480614886,-53.591531842605576,low,29.131278113097977,142.99618092382494,5.005499126166073,160,False,3,telemetry_01;telemetry_18;telemetry_26,-11.599649909155502,-1.301285452835188
train,telemetry_01,UAV_0001,10,249.0,-53.591531842605576,-52.29024638977039,-39.19031795812423,low,29.131278113097977,142.99618092382494,5.085497421909475,160,False,3,telemetry_01;telemetry_18;telemetry_26,-1.301285452835188,14.401213884481344
train,telemetry_01,UAV_0001,11,248.0,-39.19031795812423,-53.591531842605576,-52.62876131126672,low,29.131278113097977,142.99618092382494,4.20016318192036,160,False,3,telemetry_01;telemetry_18;telemetry_26,14.401213884481344,-13.438443353142489
train,telemetry_01,UAV_0001,12,247.0,-52.62876131126672,-39.19031795812423,-45.96125255399626,low,29.131278113097977,142.99618092382494,5.026309792069096,160,False,3,telemetry_01;telemetry_18;telemetry_26,-13.438443353142489,6.667508757270461
train,telemetry_01,UAV_0001,13,246.0,-45.96125255399626,-52.62876131126672,-51.43295552639371,low,29.131278113097977,142.99618092382494,4.616415609148876,160,False,3,telemetry_01;telemetry_18;telemetry_26,6.667508757270461,-5.471702972397452
train,telemetry_01,UAV_0001,14,245.0,-51.43295552639371,-45.96125255399626,-49.72009232122397,low,29.131278113097977,142.99618092382494,4.9527960025915325,160,False,3,telemetry_01;telemetry_18;telemetry_26,-5.471702972397452,1.7128632051697394
train,telemetry_01,UAV_0001,15,244.0,-49.72009232122397,-51.43295552639371,2.214960920640735,low,29.131278113097977,142.99618092382494,4.8474954038976685,160,False,3,telemetry_01;telemetry_18;telemetry_26,1.7128632051697394,51.93505324186471
train,telemetry_01,UAV_0001,16,243.0,2.214960920640735,-49.72009232122397,-70.63428989659788,low,29.131278113097977,142.99618092382494,1.6547172631446765,160,False,3,telemetry_01;telemetry_18;telemetry_26,51.93505324186471,-72.84925081723861
train,telemetry_01,UAV_0001,17,242.0,-70.63428989659788,2.214960920640735,-25.209079190119752,low,29.131278113097977,142.99618092382494,6.133224187866958,160,False,3,telemetry_01;telemetry_18;telemetry_26,-72.84925081723861,45.425210706478126
train,telemetry_01,UAV_0001,18,241.0,-25.209079190119752,-70.63428989659788,-32.15880918143246,low,29.131278113097977,142.99618092382494,3.3406474842807237,160,False,3,telemetry_01;telemetry_18;telemetry_26,45.425210706478126,-6.949729991312708
train,telemetry_01,UAV_0001,19,240.0,-32.15880918143246,-25.209079190119752,-32.75735399024134,low,29.131278113097977,142.99618092382494,3.7678916019879574,160,False,3,telemetry_01;telemetry_18;telemetry_26,-6.949729991312708,-0.5985448088088816
train,telemetry_01,UAV_0001,20,239.0,-32.75735399024134,-32.15880918143246,-24.14178499630464,low,29.131278113097977,142.99618092382494,3.80468795941011,160,False,3,telemetry_01;telemetry_18;telemetry_26,-0.5985448088088816,8.615568993936702
train,telemetry_01,UAV_0001,21,238.0,-24.14178499630464,-32.75735399024134,-35.15974286390731,low,29.131278113097977,142.99618092382494,3.2750341199139648,160,False,3,telemetry_01;telemetry_18;telemetry_26,8.615568993936702,-11.017957867602671
train,telemetry_01,UAV_0001,22,237.0,-35.15974286390731,-24.14178499630464,-64.69775636141578,low,29.131278113097977,142.99618092382494,3.952378087803892,160,False,3,telemetry_01;telemetry_18;telemetry_26,-11.017957867602671,-29.538013497508473
train,telemetry_01,UAV_0001,23,236.0,-64.69775636141578,-35.15974286390731,-38.19153000717547,low,29.131278113097977,142.99618092382494,5.768267702413745,160,False,3,telemetry_01;telemetry_18;telemetry_26,-29.538013497508473,26.50622635424031
train,telemetry_01,UAV_0001,24,235.0,-38.19153000717547,-64.69775636141578,-59.26029901443087,low,29.131278113097977,142.99618092382494,4.138761332148767,160,False,3,telemetry_01;telemetry_18;telemetry_26,26.50622635424031,-21.068769007255398
train,telemetry_01,UAV_0001,25,234.0,-59.26029901443087,-38.19153000717547,-12.260391716164392,low,29.131278113097977,142.99618092382494,5.433992605440592,160,False,3,telemetry_01;telemetry_18;telemetry_26,-21.068769007255398,46.99990729826648
train,telemetry_01,UAV_0001,26,233.0,-12.260391716164392,-59.26029901443087,-22.94274077441476,low,29.131278113097977,142.99618092382494,2.5446092839201078,160,False,3,telemetry_01;telemetry_18;telemetry_26,46.99990729826648,-10.682349058250367
train,telemetry_01,UAV_0001,27,232.0,-22.94274077441476,-12.260391716164392,-51.27095555627022,low,29.131278113097977,142.99618092382494,3.2013212431095908,160,False,3,telemetry_01;telemetry_18;telemetry_26,-10.682349058250367,-28.328214781855465
train,telemetry_01,UAV_0001,28,231.0,-51.27095555627022,-22.94274077441476,-45.99122865948964,low,29.131278113097977,142.99618092382494,4.942836833761876,160,False,3,telemetry_01;telemetry_18;telemetry_26,-28.328214781855465,5.279726896780581
train,telemetry_01,UAV_0001,29,230.0,-45.99122865948964,-51.27095555627022,-39.25136644568372,low,29.131278113097977,142.99618092382494,4.618258431065675,160,False,3,telemetry_01;telemetry_18;telemetry_26,5.279726896780581,6.739862213805921
train,telemetry_01,UAV_0001,30,229.0,-39.25136644568372,-45.99122865948964,-35.767027201497314,low,29.131278113097977,142.99618092382494,4.2039162208495435,160,False,3,telemetry_01;telemetry_18;telemetry_26,6.739862213805921,3.4843392441864083
train,telemetry_01,UAV_0001,31,228.0,-35.767027201497314,-39.25136644568372,-25.204125856967337,low,29.131278113097977,142.99618092382494,3.989711719662308,160,False,3,telemetry_01;telemetry_18;telemetry_26,3.4843392441864083,10.562901344529976
train,telemetry_01,UAV_0001,32,227.0,-25.204125856967337,-35.767027201497314,-35.66982547168276,low,29.131278113097977,142.99618092382494,3.3403429713780555,160,False,3,telemetry_01;telemetry_18;telemetry_26,10.562901344529976,-10.465699614715426
train,telemetry_01,UAV_0001,33,226.0,-35.66982547168276,-25.204125856967337,-31.282316116581327,low,29.131278113097977,142.99618092382494,3.9837361109197897,160,False,3,telemetry_01;telemetry_18;telemetry_26,-10.465699614715426,4.387509355101436
train,telemetry_01,UAV_0001,34,225.0,-31.282316116581327,-35.66982547168276,-28.080129699911453,low,29.131278113097977,142.99618092382494,3.7140079969217266,160,False,3,telemetry_01;telemetry_18;telemetry_26,4.387509355101436,3.202186416669875
train,telemetry_01,UAV_0001,35,224.0,-28.080129699911453,-31.282316116581327,-25.524920328634067,low,29.131278113097977,142.99618092382494,3.5171492251371568,160,False,3,telemetry_01;telemetry_18;telemetry_26,3.202186416669875,2.5552093712773853
train,telemetry_01,UAV_0001,36,223.0,-25.524920328634067,-28.080129699911453,-18.70052970134012,low,29.131278113097977,142.99618092382494,3.3600642484901067,160,False,3,telemetry_01;telemetry_18;telemetry_26,2.5552093712773853,6.824390627293948
train,telemetry_01,UAV_0001,37,222.0,-18.70052970134012,-25.524920328634067,-28.496916702043464,low,29.131278113097977,142.99618092382494,2.9405255389154363,160,False,3,telemetry_01;telemetry_18;telemetry_26,6.824390627293948,-9.796387000703344
train,telemetry_01,UAV_0001,38,221.0,-28.496916702043464,-18.70052970134012,-28.7404732858584,low,29.131278113097977,142.99618092382494,3.5427717738146343,160,False,3,telemetry_01;telemetry_18;telemetry_26,-9.796387000703344,-0.24355658381493583
train,telemetry_01,UAV_0001,39,220.0,-28.7404732858584,-28.496916702043464,-46.84059111079253,low,29.131278113097977,142.99618092382494,3.5577447465623346,160,False,3,telemetry_01;telemetry_18;telemetry_26,-0.24355658381493583,-18.10011782493413
train,telemetry_01,UAV_0001,40,219.0,-46.84059111079253,-28.7404732858584,-36.50836906014206,low,29.131278113097977,142.99618092382494,4.670474144708386,160,False,3,telemetry_01;telemetry_18;telemetry_26,-18.10011782493413,10.332222050650472
train,telemetry_01,UAV_0001,41,218.0,-36.50836906014206,-46.84059111079253,-15.44438591539209,low,29.131278113097977,142.99618092382494,4.035286720232408,160,False,3,telemetry_01;telemetry_18;telemetry_26,10.332222050650472,21.06398314474997
train,telemetry_01,UAV_0001,42,217.0,-15.44438591539209,-36.50836906014206,-30.01051307162805,low,29.131278113097977,142.99618092382494,2.740349664357109,160,False,3,telemetry_01;telemetry_18;telemetry_26,21.06398314474997,-14.56612715623596
train,telemetry_01,UAV_0001,43,216.0,-30.01051307162805,-15.44438591539209,-24.93038547342202,low,29.131278113097977,142.99618092382494,3.635822172361973,160,False,3,telemetry_01;telemetry_18;telemetry_26,-14.56612715623596,5.08012759820603
train,telemetry_01,UAV_0001,44,215.0,-24.93038547342202,-30.01051307162805,-41.54252373458975,low,29.131278113097977,142.99618092382494,3.3235144084274295,160,False,3,telemetry_01;telemetry_18;telemetry_26,5.08012759820603,-16.61213826116773
train,telemetry_01,UAV_0001,45,214.0,-41.54252373458975,-24.93038547342202,-39.59616313201359,low,29.131278113097977,142.99618092382494,4.3447682360574404,160,False,3,telemetry_01;telemetry_18;telemetry_26,-16.61213826116773,1.9463606025761635
train,telemetry_01,UAV_0001,46,213.0,-39.59616313201359,-41.54252373458975,-28.277335084916032,low,29.131278113097977,142.99618092382494,4.22511306680234,160,False,3,telemetry_01;telemetry_18;telemetry_26,1.9463606025761635,11.318828047097554
train,telemetry_01,UAV_0001,47,212.0,-28.277335084916032,-39.59616313201359,-56.64039656015764,low,29.131278113097977,142.99618092382494,3.5292726948012616,160,False,3,telemetry_01;telemetry_18;telemetry_26,11.318828047097554,-28.363061475241608
train,telemetry_01,UAV_0001,48,211.0,-56.64039656015764,-28.277335084916032,-40.10443468843067,low,29.131278113097977,142.99618092382494,5.272930533395465,160,False,3,telemetry_01;telemetry_18;telemetry_26,-28.363061475241608,16.53596187172697
train,telemetry_01,UAV_0001,49,210.0,-40.10443468843067,-56.64039656015764,-37.84827284492124,low,29.131278113097977,142.99618092382494,4.25635975306908,160,False,3,telemetry_01;telemetry_18;telemetry_26,16.53596187172697,2.2561618435094317
train,telemetry_01,UAV_0001,50,209.0,-37.84827284492124,-40.10443468843067,-36.12799686446799,low,29.131278113097977,142.99618092382494,4.117659130535564,160,False,3,telemetry_01;telemetry_18;telemetry_26,2.2561618435094317,1.720275980453252
train,telemetry_01,UAV_0001,51,208.0,-36.12799686446799,-37.84827284492124,-18.79890691643565,low,29.131278113097977,142.99618092382494,4.011902821383924,160,False,3,telemetry_01;telemetry_18;telemetry_26,1.720275980453252,17.329089948032337
train,telemetry_01,UAV_0001,52,207.0,-18.79890691643565,-36.12799686446799,-36.13749376435474,low,29.131278113097977,142.99618092382494,2.946573412216777,160,False,3,telemetry_01;telemetry_18;telemetry_26,17.329089948032337,-17.338586847919085
train,telemetry_01,UAV_0001,53,206.0,-36.13749376435474,-18.79890691643565,-17.56069645219071,low,29.131278113097977,142.99618092382494,4.012486656240549,160,False,3,telemetry_01;telemetry_18;telemetry_26,-17.338586847919085,18.576797312164025
train,telemetry_01,UAV_0001,54,205.0,-17.56069645219071,-36.13749376435474,-37.77680695533006,low,29.131278113097977,142.99618092382494,2.8704527373137982,160,False,3,telemetry_01;telemetry_18;telemetry_26,18.576797312164025,-20.216110503139348
train,telemetry_01,UAV_0001,55,204.0,-37.77680695533006,-17.56069645219071,-10.52646105608197,low,29.131278113097977,142.99618092382494,4.113265667626543,160,False,3,telemetry_01;telemetry_18;telemetry_26,-20.216110503139348,27.25034589924809
train,telemetry_01,UAV_0001,56,203.0,-10.52646105608197,-37.77680695533006,-24.740502378236684,low,29.131278113097977,142.99618092382494,2.438013534738706,160,False,3,telemetry_01;telemetry_18;telemetry_26,27.25034589924809,-14.214041322154713
train,telemetry_01,UAV_0001,57,202.0,-24.740502378236684,-10.52646105608197,-12.773581133328648,low,29.131278113097977,142.99618092382494,3.3118410865039323,160,False,3,telemetry_01;telemetry_18;telemetry_26,-14.214041322154713,11.966921244908036
train,telemetry_01,UAV_0001,58,201.0,-12.773581133328648,-24.740502378236684,-44.27915931624095,low,29.131278113097977,142.99618092382494,2.5761583023750845,160,False,3,telemetry_01;telemetry_18;telemetry_26,11.966921244908036,-31.505578182912302
train,telemetry_01,UAV_0001,59,200.0,-44.27915931624095,-12.773581133328648,-39.56051560990959,low,29.131278113097977,142.99618092382494,4.513006636114756,160,False,3,telemetry_01;telemetry_18;telemetry_26,-31.505578182912302,4.718643706331363
train,telemetry_01,UAV_0001,60,199.0,-39.56051560990959,-44.27915931624095,-34.61416254467554,low,29.131278113097977,142.99618092382494,4.222921586824152,160,False,3,telemetry_01;telemetry_18;telemetry_26,4.718643706331363,4.9463530652340495
train,telemetry_01,UAV_0001,61,198.0,-34.61416254467554,-39.56051560990959,-14.564404810341188,low,29.131278113097977,142.99618092382494,3.918837794523436,160,False,3,telemetry_01;telemetry_18;telemetry_26,4.9463530652340495,20.04975773433435
