split,uav_id,channel,history_length,shift_cycle,pre_shift_median,post_shift_median,candidate_shift_size,candidate_shift_score,persistence_ratio,permanent_shift_flag
train,UAV_0026,telemetry_12,243,100.0,639.2588241410962,636.3955475330235,-2.863276608072624,0.6935483870967893,1.3720930232558084,False
train,UAV_0026,telemetry_13,243,208.0,7138.41794697685,7143.706501153409,5.288554176559046,0.6750707734120556,0.9935663031764556,False
train,UAV_0026,telemetry_14,243,,,,0.0,0.0,0.0,False
train,UAV_0026,telemetry_15,243,232.0,50049.02279969056,50078.227021637154,29.20422194659477,0.32167119565208424,1.0285110876452048,False
train,UAV_0026,telemetry_16,243,136.0,-692.8648959266694,-696.3335106993333,-3.468614772663841,0.6666666666666666,1.5,False
train,UAV_0026,telemetry_17,243,,,,0.0,0.0,0.0,False
train,UAV_0026,telemetry_18,243,231.0,-103.32246455413419,-103.33142172567703,-0.008957171542846254,0.03409300544375055,0.9335257503304512,False
train,UAV_0026,telemetry_19,243,187.0,33505.13211559951,33506.04432169503,0.9122060955196503,0.48671278182833344,1.2037264979006987,False
train,UAV_0026,telemetry_20,243,,,,0.0,0.0,0.0,False
train,UAV_0026,telemetry_21,243,21.0,34961.2771574536,34960.61496553403,-0.6621919195749797,0.32142857142794073,0.33333333334065846,False
train,UAV_0026,telemetry_22,243,233.0,23148.87622781834,23243.56932637432,94.69309855598112,0.7117437722419646,0.7592307692307642,False
train,UAV_0026,telemetry_23,243,67.0,-17356.52984137996,-17370.544689275746,-14.014847895785351,0.40479434963395616,1.5175228585555642,False
train,UAV_0026,telemetry_24,243,166.0,-3644.3203986549674,-3640.1753831642545,4.145015490712922,0.20298003597360958,1.446206943297924,False
train,UAV_0026,telemetry_25,243,220.0,-173.20264818072937,-173.9014692373372,-0.6988210566078408,0.5609756097560831,1.1086956521739104,False
train,UAV_0026,telemetry_26,243,151.0,-7473.473141509136,-7466.225114948476,7.248026560660037,0.15303030303031526,1.9306930693069704,False
train,UAV_0026,telemetry_27,243,,,,0.0,0.0,0.0,False
train,UAV_0026,telemetry_28,243,194.0,-9795.71561343753,-9848.057539948695,-52.34192651116609,0.5589186301156512,1.4223929073668304,False
train,UAV_0027,telemetry_01,320,107.0,97.74541512001264,73.66142505357854,-24.083990066434097,1.4805960950520074,0.5170403915025338,False
train,UAV_0027,telemetry_02,320,271.0,5.0274141267601316,16.460098677989954,11.432684551229823,1.1158489656520345,0.3935990313346103,False
train,UAV_0027,telemetry_03,320,,,,0.0,0.0,0.0,False
train,UAV_0027,telemetry_04,320,14.0,-125.88452248053446,-125.92008095383642,-0.03555847330196116,0.8333333333341104,0.4199999999998881,False
train,UAV_0027,telemetry_05,320,258.0,-113.52357780138612,-113.52857409134366,-0.004996289957531985,1.1181644110575775,0.2900164700843239,False
train,UAV_0027,telemetry_06,320,235.0,-138.3135124144596,-139.62288380591835,-1.3093713914587397,0.5587920897915534,1.6016260162601144,False
train,UAV_0027,telemetry_07,320,268.0,140.5912754437698,140.67722414279535,0.08594869902555047,2.8695647601215146,1.0,False
train,UAV_0027,telemetry_08,320,,,,0.0,0.0,0.0,False
train,UAV_0027,telemetry_09,320,129.0,-158.0978866739335,-144.70254062755748,13.395346046376005,1.022506061129811,0.49354598513741244,False
train,UAV_0027,telemetry_10,320,21.0,-62.87356038990582,-60.6395467992624,2.2340135906434213,1.3905471153394442,0.23594341835161034,False
train,UAV_0027,telemetry_11,320,295.0,61.948016644695,61.73781594132453,-0.21020070337047514,0.5044871794871658,1.208386277001271,False
train,UAV_0027,telemetry_12,320,294.0,641.4562224682215,643.9865599358207,2.530337467599111,0.6129032258064765,1.105263157894666,False
train,UAV_0027,telemetry_13,320,163.0,7131.683279299654,7126.733934246814,-4.949345052839817,0.6317715733182869,0.18705641085348795,False
train,UAV_0027,telemetry_14,320,,,,0.0,0.0,0.0,False
train,UAV_0027,telemetry_15,320,293.0,50160.65879065856,50220.48581344253,59.82702278396755,0.6589673913044365,1.5304123711339777,False
train,UAV_0027,telemetry_16,320,308.0,-699.8021254719972,-703.270740244661,-3.468614772663841,0.6666666666666666,1.0,False
train,UAV_0027,telemetry_17,320,,,,0.0,0.0,0.0,False
train,UAV_0027,telemetry_18,320,170.0,-102.98330150932064,-102.89401622448425,0.08928528483639298,0.33983983531108014,0.12273958450134548,False
train,UAV_0027,telemetry_19,320,149.0,33496.414845343046,33502.52825765328,6.11341231023107,3.261846118536539,1.2749766293974951,True
train,UAV_0027,telemetry_20,320,,,,0.0,0.0,0.0,False
train,UAV_0027,telemetry_21,320,149.0,34952.595085619156,34958.996274175064,6.401188555908448,3.1071428571450013,1.2988505747123562,True
train,UAV_0027,telemetry_22,320,132.0,22862.174661728834,22943.39220395185,81.21754222301752,0.610457158499861,1.799999999999991,False
train,UAV_0027,telemetry_23,320,289.0,-17423.723453169572,-17449.094011124027,-25.370557954454853,0.7327841574443753,1.7069010859791542,False
train,UAV_0027,telemetry_24,320,296.0,-3697.065835241161,-3714.476543916884,-17.410708675723072,0.8525966383581526,1.5555084185735482,False
train,UAV_0027,telemetry_25,320,309.0,-173.46090813643227,-174.19011271724045,-0.7292045808081866,0.5853658536585254,1.0,False
train,UAV_0027,telemetry_26,320,307.0,-7609.176292263663,-7642.545919498381,-33.36962723471879,0.704545454545444,1.1376344086021626,False
train,UAV_0027,telemetry_27,320,,,,0.0,0.0,0.0,False
train,UAV_0027,telemetry_28,320,302.0,-9811.954513227785,-9869.888061772745,-57.933548544959194,0.6186272028710965,1.0888414702165332,False
train,UAV_0028,telemetry_01,200,22.0,75.62100967920915,90.80362639778286,15.182616718573712,0.9333720435934342,0.674431274163934,False
train,UAV_0028,telemetry_02,200,71.0,13.736299569952386,2.9327882449742084,-10.803511324978178,1.0544406157073725,0.2418697661848917,False
train,UAV_0028,telemetry_03,200,,,,0.0,0.0,0.0,False
train,UAV_0028,telemetry_04,200,112.0,-125.88452248053443,-125.91794744543829,-0.03342496490385827,0.7833333333344101,0.40425531914964175,False
train,UAV_0028,telemetry_05,200,113.0,-113.5290532815819,-113.52324751328419,0.005805768297705072,1.2993248079114483,0.40879568485217815,False
train,UAV_0028,telemetry_06,200,158.0,-136.5401313620392,-135.49689236721844,1.0432389948207685,0.44521646178513324,1.1194477791116313,False
train,UAV_0028,telemetry_07,200,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0028,telemetry_08,200,,,,0.0,0.0,0.0,False
train,UAV_0028,telemetry_09,200,79.0,-153.82733030219617,-142.3215489106528,11.505781391543366,0.8782700476835034,0.3001676397412447,False
train,UAV_0028,telemetry_10,200,184.0,-61.2356980398643,-62.53975978129027,-1.3040617414259685,0.8117046827106117,1.3578744988111398,False
train,UAV_0028,telemetry_11,200,165.0,62.70976048969198,62.91461937086754,0.20485888117556073,0.49166666666668957,1.1069100391133866,False
train,UAV_0028,telemetry_12,200,186.0,633.0661561282882,630.802169973068,-2.263986155220209,0.5483870967742042,0.9411764705882235,False
train,UAV_0028,telemetry_13,200,80.0,7132.476203414073,7136.424979865476,3.948776451403319,0.5040514825196645,1.5276536232593045,False
train,UAV_0028,telemetry_14,200,,,,0.0,0.0,0.0,False
train,UAV_0028,telemetry_15,200,175.0,50032.21572370228,49993.66738427963,-38.54833942264668,0.4245923913042637,0.8400000000002114,False
train,UAV_0028,telemetry_16,200,185.0,-698.9349717788311,-701.5364328583291,-2.6014610794979944,0.5000000000000219,1.0,False
train,UAV_0028,telemetry_17,200,,,,0.0,0.0,0.0,False
train,UAV_0028,telemetry_18,200,156.0,-103.33062369408486,-103.32388007127108,0.006743622813786487,0.025667742121634776,0.5924082645211076,False
train,UAV_0028,telemetry_19,200,164.0,33505.64671194889,33506.29295100727,0.6462390583837987,0.3448045473242795,1.5071066679116125,False
train,UAV_0028,telemetry_20,200,,,,0.0,0.0,0.0,False
train,UAV_0028,telemetry_21,200,126.0,34961.497888093465,34962.3808106529,0.8829225594381569,0.42857142857294217,1.3333333333250925,False
train,UAV_0028,telemetry_22,200,124.0,23029.271560257625,23128.69931374141,99.42775348378564,0.7473309608541039,1.1289377289377005,False
train,UAV_0028,telemetry_23,200,31.0,-17386.09481831733,-17373.976782794918,12.118035522413265,0.35000824444278256,0.17179841719451566,False
train,UAV_0028,telemetry_24,200,39.0,-3643.9794788541803,-3647.8880811237123,-3.9086022695319116,0.19140295881974234,0.6802952219338785,False
train,UAV_0028,telemetry_25,200,177.0,-173.23303170492972,-173.71916809213513,-0.48613638720541985,0.39024390243898655,1.343750000000051,False
train,UAV_0028,telemetry_26,200,187.0,-7452.805501415374,-7445.485712215501,7.319789199873412,0.15454545454544408,1.049019607843276,False
train,UAV_0028,telemetry_27,200,,,,0.0,0.0,0.0,False
train,UAV_0028,telemetry_28,200,164.0,-9814.980321468498,-9860.07706887454,-45.096747406041686,0.4815530104242399,1.408885037344703,False
train,UAV_0029,telemetry_01,223,39.0,79.30889020965236,93.02459988250044,13.715709672848078,0.8431919348276268,0.6763427350541381,False
train,UAV_0029,telemetry_02,223,69.0,17.42106396459439,8.896646425982105,-8.524417538612283,0.8319972838070975,0.6609869244950969,False
train,UAV_0029,telemetry_03,223,,,,0.0,0.0,0.0,False
train,UAV_0029,telemetry_04,223,19.0,-125.92861498742889,-125.87883312480614,0.049781862622751305,1.1666666666678878,0.6142857142855757,False
train,UAV_0029,telemetry_05,223,39.0,-113.52292504548208,-113.52805619678672,-0.005131151304638593,1.1483462379818858,0.5952482133937138,False
train,UAV_0029,telemetry_06,223,192.0,-136.00097843614444,-135.05166852249,0.9493099136544458,0.40513094601817,1.3291556728231726,False
train,UAV_0029,telemetry_07,223,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0029,telemetry_08,223,,,,0.0,0.0,0.0,False
train,UAV_0029,telemetry_09,223,144.0,-159.30697606242012,-144.2072094253408,15.099766637079313,1.1526094850111281,0.47902065265977817,False
train,UAV_0029,telemetry_10,223,165.0,-63.23440583339827,-61.263610201827234,1.9707956315710362,1.2267088221318259,0.595905633284538,False
train,UAV_0029,telemetry_11,223,155.0,62.6053278657811,62.74448233395903,0.13915446817792798,0.3339743589743859,2.032629558541169,False
train,UAV_0029,telemetry_12,223,214.0,632.0673387068674,629.9365282078368,-2.1308104990306447,0.5161290322580405,1.0,False
train,UAV_0029,telemetry_13,223,123.0,7133.680283799617,7137.522608705824,3.8423249062061586,0.4904632078139467,1.886018927936879,False
train,UAV_0029,telemetry_14,223,,,,0.0,0.0,0.0,False
train,UAV_0029,telemetry_15,223,214.0,50047.45002744211,50020.89793124779,-26.552096194318437,0.29245923913037025,1.0,False
train,UAV_0029,telemetry_16,223,57.0,-696.3335106993333,-693.7320496198354,2.6014610794978807,0.5,0.0,False
train,UAV_0029,telemetry_17,223,,,,0.0,0.0,0.0,False
train,UAV_0029,telemetry_18,223,153.0,-103.32463145735593,-103.33298462027902,-0.008353162923086188,0.03179401305948629,0.5072089577027542,False
train,UAV_0029,telemetry_19,223,208.0,33506.319917517525,33507.023127058426,0.7032095409012982,0.3752014742516301,1.0969087733402951,False
train,UAV_0029,telemetry_20,223,,,,0.0,0.0,0.0,False
train,UAV_0029,telemetry_21,223,29.0,34960.76211929393,34961.71861873333,0.9564994393949746,0.4642857142891199,1.2307692307569427,False
train,UAV_0029,telemetry_22,223,159.0,23060.665964471184,23152.736792605618,92.07082813443412,0.6920339447029809,1.2262658227848338,False
train,UAV_0029,telemetry_23,223,71.0,-17388.477959144082,-17378.97933304059,9.498626103493734,0.27435118843752554,0.12187260350357267,False
train,UAV_0029,telemetry_24,223,89.0,-3645.2571288483186,-3640.930647229442,4.326481618876642,0.21186637217794746,1.5321610213170433,False
train,UAV_0029,telemetry_25,223,147.0,-172.42786831362068,-173.0355387976275,-0.6076704840068317,0.4878048780487788,1.5249999999999568,False
train,UAV_0029,telemetry_26,223,214.0,-7449.863233207581,-7441.61052969792,8.252703509660932,0.1742424242424068,1.0,False
train,UAV_0029,telemetry_27,223,,,,0.0,0.0,0.0,False
train,UAV_0029,telemetry_28,223,204.0,-9866.025563120165,-9910.01871082532,-43.993147705154115,0.4697685295285179,1.0262812228051477,False
train,UAV_0030,telemetry_01,218,54.0,82.77473892792852,95.81681111853534,13.042072190606817,0.801779153019635,0.11472487404771345,False
train,UAV_0030,telemetry_02,218,179.0,6.682378497649621,16.268147670149816,9.585769172500195,0.9355869628155615,0.6009042607352519,False
train,UAV_0030,telemetry_03,218,,,,0.0,0.0,0.0,False
train,UAV_0030,telemetry_04,218,96.0,-125.86887675228161,-125.91794744543829,-0.04907069315667911,1.150000000000433,0.5652173913042219,False
train,UAV_0030,telemetry_05,218,19.0,-113.52308692236161,-113.52809192823216,-0.005005005870543755,1.120115023176264,0.38404372117107083,False
train,UAV_0030,telemetry_06,218,186.0,-137.08492003280392,-135.6784885908067,1.4064314419972277,0.600213789417396,1.257791629563691,False
train,UAV_0030,telemetry_07,218,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0030,telemetry_08,218,,,,0.0,0.0,0.0,False
train,UAV_0030,telemetry_09,218,29.0,-144.82749029091337,-159.39385541391488,-14.566365123001503,1.1118933826221247,0.6854438850397121,False
train,UAV_0030,telemetry_10,218,128.0,-63.15135444206457,-61.510539450325425,1.6408149917391484,1.0213145359207287,0.46628464014539694,False
train,UAV_0030,telemetry_11,218,191.0,62.68144883205885,62.87829497994201,0.19684614788316424,0.4724358974359154,1.397557666214374,False
train,UAV_0030,telemetry_12,218,202.0,633.9317978935194,631.9341630506781,-1.9976348428413075,0.48387096774193195,1.2333333333333865,False
train,UAV_0030,telemetry_13,218,198.0,7139.283409254787,7144.734513334096,5.451104079308607,0.6958198637879429,1.0310088027210345,False
train,UAV_0030,telemetry_14,218,,,,0.0,0.0,0.0,False
train,UAV_0030,telemetry_15,218,209.0,50578.09104859861,50776.969641347976,198.87859274936636,2.1905570652174817,1.0,False
train,UAV_0030,telemetry_16,218,203.0,-698.0678180856652,-702.4035865514951,-4.335768465829915,0.8333333333333551,0.8000000000000053,False
train,UAV_0030,telemetry_17,218,,,,0.0,0.0,0.0,False
train,UAV_0030,telemetry_18,218,89.0,-103.3204703494005,-103.328955450314,-0.00848510091350363,0.03229619866618395,0.8796895948758535,False
train,UAV_0030,telemetry_19,218,62.0,33504.49036023982,33503.68621528617,-0.8041449536467553,0.42905614126560887,0.04186273873435345,False
train,UAV_0030,telemetry_20,218,,,,0.0,0.0,0.0,False
train,UAV_0030,telemetry_21,218,197.0,34961.35073433356,34962.16008001304,0.8093456794813392,0.39285714285676443,1.0909090909050045,False
train,UAV_0030,telemetry_22,218,193.0,23084.412079955226,23221.571391171317,137.15931121609174,1.0309334793320544,1.0706319702602096,False
train,UAV_0030,telemetry_23,218,208.0,-17574.983844864713,-17641.615961350886,-66.63211648617289,1.9245520506766025,1.0072405034810181,False
train,UAV_0030,telemetry_24,218,206.0,-3638.0197322876375,-3632.283850297954,5.7358819896835485,0.2808842416186236,0.9066916170001676,False
train,UAV_0030,telemetry_25,218,208.0,-173.43052461223192,-174.0685786204391,-0.6380540082071775,0.5121951219512212,1.0238095238095046,False
train,UAV_0030,telemetry_26,218,209.0,-7458.54651255253,-7450.437334321297,8.109178231232363,0.17121212121211074,1.0,False
train,UAV_0030,telemetry_27,218,,,,0.0,0.0,0.0,False
train,UAV_0030,telemetry_28,218,206.0,-9849.377614655506,-9902.054099178595,-52.67648452308822,0.5624911143206,1.0531780115268927,False
train,UAV_0031,telemetry_01,183,103.0,79.40048842493195,93.8975733431812,14.497084918249243,0.8912280423795745,0.5727597590213972,False
train,UAV_0031,telemetry_02,183,141.0,4.69316278828938,16.541097056421933,11.847934268132553,1.1563780264353454,0.6705837741259866,False
train,UAV_0031,telemetry_03,183,,,,0.0,0.0,0.0,False
train,UAV_0031,telemetry_04,183,158.0,-125.85963154922308,-125.91296925917604,-0.05333770995295595,1.2500000000014986,0.5866666666662652,False
train,UAV_0031,telemetry_05,183,152.0,-113.52318774103432,-113.52807775607172,-0.004890015037403828,1.0943801962731352,0.7302087138873975,False
train,UAV_0031,telemetry_06,183,157.0,-135.78744632495963,-134.63838056535812,1.1490657596015126,0.4903794762159206,1.1514986376021987,False
train,UAV_0031,telemetry_07,183,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0031,telemetry_08,183,,,,0.0,0.0,0.0,False
train,UAV_0031,telemetry_09,183,136.0,-164.81411881609392,-145.8730679507176,18.941050865376326,1.4458259791843906,0.6989885630999122,False
train,UAV_0031,telemetry_10,183,88.0,-62.77939397067381,-61.12335843954038,1.6560355311334263,1.030788460894716,0.36607427437316803,False
train,UAV_0031,telemetry_11,183,45.0,62.5524438260513,62.722580862959816,0.170137036908514,0.40833333333334626,1.6279434850862882,False
train,UAV_0031,telemetry_12,183,147.0,634.3313248620875,631.8009873944886,-2.5303374675988834,0.6129032258064214,1.078947368421074,False
train,UAV_0031,telemetry_13,183,172.0,7144.038123490802,7148.579705611288,4.541582120486055,0.5797216502347868,0.7903663201566624,False
train,UAV_0031,telemetry_14,183,,,,0.0,0.0,0.0,False
train,UAV_0031,telemetry_15,183,168.0,49937.66435676639,49973.622247779844,35.957891013451444,0.3960597826086901,1.1063464837048465,False
train,UAV_0031,telemetry_16,183,46.0,-695.4663570061673,-698.0678180856652,-2.6014610794978807,0.5,1.0,False
train,UAV_0031,telemetry_17,183,,,,0.0,0.0,0.0,False
train,UAV_0031,telemetry_18,183,151.0,-103.33145248854876,-103.32276907244068,0.00868341610808443,0.033051030811139526,0.5036295398219206,False
train,UAV_0031,telemetry_19,183,129.0,33505.89491993026,33506.46811140972,0.5731914794596378,0.30582959361740936,1.903272695766647,False
train,UAV_0031,telemetry_20,183,,,,0.0,0.0,0.0,False
train,UAV_0031,telemetry_21,183,174.0,34963.705194492046,34964.36738641163,0.6621919195822557,0.3214285714314725,1.0,False
train,UAV_0031,telemetry_22,183,135.0,23074.14152080415,23150.260203874153,76.11868307000259,0.5721324938406741,1.1722488038277716,False
train,UAV_0031,telemetry_23,183,161.0,-17359.689403579127,-17376.17247397582,-16.48307039669453,0.4760846361527197,1.2066227455865437,False
train,UAV_0031,telemetry_24,183,117.0,-3638.9266779406644,-3635.1182580612985,3.808419879365829,0.18649706034833852,1.526469987261457,False
train,UAV_0031,telemetry_25,183,142.0,-173.12668937022852,-173.7191680921352,-0.592478721906673,0.47560975609756906,1.5128205128204304,False
train,UAV_0031,telemetry_26,183,32.0,-7467.803893011194,-7461.560543399537,6.243349611657322,0.1318181818181853,1.275862068965457,False
train,UAV_0031,telemetry_27,183,,,,0.0,0.0,0.0,False
train,UAV_0031,telemetry_28,183,121.0,-9817.742880337868,-9864.168593003364,-46.425712665495666,0.49574399443639416,1.3221687400634559,False
train,UAV_0032,telemetry_01,189,178.0,93.51567011249173,83.35602996092771,-10.15964015156402,0.624577717149277,1.0,False
train,UAV_0032,telemetry_02,189,81.0,5.6778686623317505,19.301162097305294,13.623293434973544,1.329656024363424,0.5805291104457364,False
train,UAV_0032,telemetry_03,189,,,,0.0,0.0,0.0,False
train,UAV_0032,telemetry_04,189,168.0,-125.8710102606797,-125.92434797063264,-0.053337709952941736,1.2500000000011657,0.6266666666669437,False
train,UAV_0032,telemetry_05,189,16.0,-113.5237135654301,-113.52722184449863,-0.0035082790685265763,0.7851491470327725,0.38389507897504344,False
train,UAV_0032,telemetry_06,189,172.0,-135.8387942226639,-134.59955654514272,1.2392376775211744,0.5288615713522019,1.125315816068757,False
train,UAV_0032,telemetry_07,189,11.0,140.5912754437698,140.5912754437698,0.0,0.0,0.0,False
train,UAV_0032,telemetry_08,189,,,,0.0,0.0,0.0,False
train,UAV_0032,telemetry_09,189,64.0,-161.83534398709543,-149.01420591591324,12.82113807118219,0.978675081851482,0.6760964472686857,False
train,UAV_0032,telemetry_10,189,94.0,-63.16178161323652,-61.6037964240729,1.5579851891636238,0.9697576682642708,0.5184295266287575,False
train,UAV_0032,telemetry_11,189,180.0,62.8908482621001,63.07594240115442,0.18509413905432126,0.44423076923079247,1.0,False
train,UAV_0032,telemetry_12,189,130.0,636.8616623296865,634.5976761744665,-2.263986155219982,0.5483870967741491,1.294117647058862,False
train,UAV_0032,telemetry_13,189,51.0,7131.2246389335305,7136.611123177408,5.386484243877931,0.6875713026830382,1.1275333049899512,False
train,UAV_0032,telemetry_14,189,,,,0.0,0.0,0.0,False
train,UAV_0032,telemetry_15,189,180.0,50472.314405222845,50648.865799778614,176.55139455576864,1.9446331521740436,1.0,False
train,UAV_0032,telemetry_16,189,170.0,-698.0678180856652,-701.5364328583291,-3.4686147726639547,0.6666666666666885,1.4999999999999836,False
train,UAV_0032,telemetry_17,189,,,,0.0,0.0,0.0,False
train,UAV_0032,telemetry_18,189,152.0,-103.33188374785507,-103.32470892041184,0.007174827443236609,0.02730900373071433,0.721819823788795,False
train,UAV_0032,telemetry_19,189,180.0,33505.417991833136,33506.11035039654,0.6923585634067422,0.36941187312106166,1.0,False
train,UAV_0032,telemetry_20,189,,,,0.0,0.0,0.0,False
train,UAV_0032,telemetry_21,189,170.0,34961.571464973415,34962.3808106529,0.8093456794886151,0.3928571428602962,1.0,False
train,UAV_0032,telemetry_22,189,175.0,23143.48600528515,23259.084426368492,115.59842108334124,0.8688748973446229,1.0856962822936407,False
train,UAV_0032,telemetry_23,189,179.0,-17533.417703573577,-17604.187699268405,-70.76999569482723,2.044067448602171,1.061115542114121,False
train,UAV_0032,telemetry_24,189,174.0,-3639.7266548625066,-3632.423959707998,7.302695154508456,0.3576105634556947,1.0862821052386533,False
train,UAV_0032,telemetry_25,189,180.0,-173.41533285013173,-174.19011271724048,-0.774779867108748,0.6219512195122232,1.0,False
train,UAV_0032,telemetry_26,189,179.0,-7458.905325748603,-7452.159637662444,6.745688086159134,0.14242424242425988,1.021276595744764,False
train,UAV_0032,telemetry_27,189,,,,0.0,0.0,0.0,False
train,UAV_0032,telemetry_28,189,159.0,-9789.702794684421,-9852.638500627545,-62.93570594312405,0.672041342299242,1.4994573114663134,False
train,UAV_0033,telemetry_01,231,174.0,92.09760465749636,80.08489852814213,-12.012706129354228,0.738497472265508,0.6036679292946026,False
train,UAV_0033,telemetry_02,231,108.0,8.716613227300066,19.123512497789783,10.406899270489717,1.0157306216737778,0.21172374965967555,False
train,UAV_0033,telemetry_03,231,,,,0.0,0.0,0.0,False
train,UAV_0033,telemetry_04,231,21.0,-125.87527727747596,-125.90941341184583,-0.034136134369873616,0.8000000000005328,0.6666666666665279,False
train,UAV_0033,telemetry_05,231,42.0,-113.52978929842925,-113.52510150646069,0.00468779196856417,1.049122887231158,0.6510366522365126,False
train,UAV_0033,telemetry_06,231,210.0,-140.6085129642904,-142.24413136433353,-1.6356184000431142,0.6980224478888115,1.1776416539050705,False
train,UAV_0033,telemetry_07,231,180.0,140.5912754437698,140.67722414279535,0.08594869902555047,2.8695647601215146,1.0,False
train,UAV_0033,telemetry_08,231,,,,0.0,0.0,0.0,False
train,UAV_0033,telemetry_09,231,141.0,-147.92204962695325,-160.98084910821038,-13.058799481257125,0.9968164745006121,0.47736047592897785,False
train,UAV_0033,telemetry_10,231,35.0,-63.27185036710354,-61.522225407472504,1.749624959631035,1.0890425871760763,0.46700517442492945,False
train,UAV_0033,telemetry_11,231,112.0,62.48246595529773,62.26264997197637,-0.21981598332135377,0.5275641025641017,1.4908869987849713,False
train,UAV_0033,telemetry_12,231,222.0,644.0531477639153,646.5168974034195,2.4637496395042717,0.5967741935483809,1.0,False
train,UAV_0033,telemetry_13,231,38.0,7126.938386630156,7132.424756536009,5.48636990585328,0.7003214587429591,0.8718029460993595,False
train,UAV_0033,telemetry_14,231,,,,0.0,0.0,0.0,False
train,UAV_0033,telemetry_15,231,222.0,50223.26129388096,50314.6979549915,91.43666111053608,1.0071331521739135,1.0,False
train,UAV_0033,telemetry_16,231,215.0,-698.0678180856652,-701.5364328583291,-3.4686147726639547,0.6666666666666885,1.0,False
train,UAV_0033,telemetry_17,231,,,,0.0,0.0,0.0,False
train,UAV_0033,telemetry_18,231,139.0,-103.24465709013776,-103.2354197681502,0.009237321987569658,0.0351593209197171,0.438666122363248,False
train,UAV_0033,telemetry_19,231,216.0,33508.14856788714,33509.97694064498,1.828372757838224,0.9755387467342508,1.0365402867172864,False
train,UAV_0033,telemetry_20,231,,,,0.0,0.0,0.0,False
train,UAV_0033,telemetry_21,231,217.0,34965.10315521116,34967.089730969885,1.986575758724939,0.9642857142838223,1.1481481481489622,False
train,UAV_0033,telemetry_22,231,222.0,23156.524516547855,23240.94705595277,84.42253940491355,0.634546947714214,1.0,False
train,UAV_0033,telemetry_23,231,222.0,-17456.12458822746,-17484.685181005258,-28.560592777797865,0.8249227294236787,1.0,False
train,UAV_0033,telemetry_24,231,212.0,-3702.5974432034927,-3720.222334090133,-17.62489088664006,0.8630850703011078,1.4402242886542884,False
train,UAV_0033,telemetry_25,231,220.0,-173.1874564186292,-174.44837267294335,-1.2609162543141395,1.0121951219511869,0.8795180722891588,False
train,UAV_0033,telemetry_26,231,219.0,-7615.850217710607,-7652.520926349191,-36.670708638584074,0.774242424242426,1.1526418786692711,False
train,UAV_0033,telemetry_27,231,,,,0.0,0.0,0.0,False
train,UAV_0033,telemetry_28,231,216.0,-9821.751302189099,-9870.9793210124,-49.22801882330168,0.5256676373606083,1.0043626326588957,False
train,UAV_0034,telemetry_01,459,196.0,100.3904123443468,79.17636365130619,-21.21404869304061,1.304162539866451,0.662436188519922,False
train,UAV_0034,telemetry_02,459,199.0,15.297518579368175,3.62410231792004,-11.673416261448136,1.1393447796616893,0.4322198429595233,False
train,UAV_0034,telemetry_03,459,,,,0.0,0.0,0.0,False
train,UAV_0034,telemetry_04,459,347.0,-125.85749804082496,-125.9087022423798,-0.051204201554838846,1.2000000000014654,0.6249999999999306,False
train,UAV_0034,telemetry_05,459,37.0,-113.5285516389919,-113.52322656403355,0.005325074958349774,1.191746146691189,0.4970185058054722,False
train,UAV_0034,telemetry_06,459,439.0,-141.15455402280404,-142.45641108776945,-1.301857064965418,0.5555852485301895,1.0582010582010604,False
train,UAV_0034,telemetry_07,459,380.0,140.5912754437698,140.67722414279535,0.08594869902555047,2.8695647601215146,1.0,False
train,UAV_0034,telemetry_08,459,,,,0.0,0.0,0.0,False
train,UAV_0034,telemetry_09,459,35.0,-142.1382574876297,-159.05706324764844,-16.918805760018756,1.2914620777099959,0.5936273757723558,False
train,UAV_0034,telemetry_10,459,360.0,-61.38341990258645,-63.1740456660186,-1.7906257634321463,1.114563268738185,0.6658062709867989,False
train,UAV_0034,telemetry_11,459,412.0,61.99021704003495,61.79844562323697,-0.1917714167979767,0.4602564102564177,1.4651810584957825,False
train,UAV_0034,telemetry_12,459,192.0,637.2611892982549,639.5917632815697,2.330573983314821,0.5645161290322447,1.2857142857142578,False
train,UAV_0034,telemetry_13,459,436.0,7138.801669431872,7143.723035544128,4.921366112255782,0.6282001312135559,0.8353948385956532,False
train,UAV_0034,telemetry_14,459,,,,0.0,0.0,0.0,False
train,UAV_0034,telemetry_15,459,440.0,50230.5700590355,50273.404973801946,42.83491476644849,0.4718070652173364,1.2865370770339992,False
train,UAV_0034,telemetry_16,459,340.0,-692.8648959266694,-696.3335106993333,-3.468614772663841,0.6666666666666666,1.5,False
train,UAV_0034,telemetry_17,459,,,,0.0,0.0,0.0,False
train,UAV_0034,telemetry_18,459,31.0,-103.15575910427168,-103.24392358019054,-0.0881644759188589,0.33557378499105345,0.22952715644676447,False
train,UAV_0034,telemetry_19,459,449.0,33509.37140283093,33510.73324390441,1.36184107347799,0.7266180970901857,1.0095256637085042,False
train,UAV_0034,telemetry_20,459,,,,0.0,0.0,0.0,False
