split,uav_id,flight_cycle,channel,value,RUL,previous_value,cycle_to_cycle_change,robust_jump_z
train,UAV_0027,278,telemetry_18,-102.98345688215149,42.0,-102.88595056117154,-0.09750632097994583,-9.353190094959094
train,UAV_0027,280,telemetry_18,-102.89737742739412,40.0,-102.98166578265398,0.0842883552598579,8.06658661701186
train,UAV_0027,281,telemetry_18,-102.97752112741895,39.0,-102.89737742739412,-0.08014370002483417,-7.689483618903273
train,UAV_0027,283,telemetry_18,-102.89838024920144,37.0,-102.98577880832738,0.08739855912594408,8.364609958490039
train,UAV_0027,285,telemetry_18,-102.97373353743576,35.0,-102.89630006128291,-0.0774334761528479,-7.4297868243327985
train,UAV_0027,286,telemetry_18,-102.89626452124092,34.0,-102.97373353743576,0.07746901619483992,7.413149639137232
train,UAV_0027,287,telemetry_18,-102.97574395583578,33.0,-102.89626452124092,-0.07947943459485884,-7.625832935027426
train,UAV_0027,288,telemetry_18,-102.89465857238736,32.0,-102.97574395583578,0.08108538344842486,7.75967414342379
train,UAV_0027,289,telemetry_18,-102.97779879256235,31.0,-102.89465857238736,-0.08314022017499667,-7.97661365487802
train,UAV_0027,293,telemetry_18,-102.89507553046604,27.0,-102.9646418047684,0.0695662743023604,6.655899745868956
train,UAV_0027,295,telemetry_18,-102.97576083063642,25.0,-102.88768047104372,-0.08808035959269489,-8.449983543162281
train,UAV_0027,297,telemetry_18,-102.8971980145086,23.0,-102.98838564293796,0.09118762842935269,8.727682973480286
train,UAV_0027,298,telemetry_18,-102.97881104637604,22.0,-102.8971980145086,-0.08161303186743396,-7.830276700105026
train,UAV_0027,303,telemetry_18,-102.89660702134712,17.0,-102.98367670154674,0.08706968019961892,8.333096398355307
train,UAV_0027,305,telemetry_18,-102.98661266859348,15.0,-102.90339383020869,-0.08321883838479494,-7.984146942917622
train,UAV_0028,14,telemetry_18,-103.23637684449332,186.0,-103.33586926753604,0.09949242304271877,9.523458024740789
train,UAV_0028,15,telemetry_18,-103.3258106786994,185.0,-103.23637684449332,-0.08943383420607631,-8.579675050295993
train,UAV_0028,16,telemetry_18,-103.25003120005144,184.0,-103.3258106786994,0.07577947864795931,7.251256191969786
train,UAV_0028,17,telemetry_18,-103.32678301388492,183.0,-103.25003120005144,-0.07675181383348217,-7.364469150339684
train,UAV_0028,66,telemetry_18,-103.24887648342376,134.0,-103.32431485560336,0.07543837217960458,7.218570974577005
train,UAV_0028,67,telemetry_18,-103.3205424836162,133.0,-103.24887648342376,-0.07166600019243674,-6.8771405890299775
train,UAV_0028,71,telemetry_18,-103.24795605449872,129.0,-103.33602463615568,0.08806858165696951,8.428812294465251
train,UAV_0028,72,telemetry_18,-103.3175665652504,128.0,-103.24795605449872,-0.06961051075168712,-6.680181206982723
train,UAV_0029,19,telemetry_18,-103.23400829407665,204.0,-103.32969770947707,0.09568941540042886,9.159049421954078
train,UAV_0029,20,telemetry_18,-103.3305720668262,203.0,-103.23400829407665,-0.09656377274956185,-9.26287403041222
train,UAV_0029,36,telemetry_18,-103.2296173666216,187.0,-103.32671841059128,0.09710104396968688,9.294313308583392
train,UAV_0029,37,telemetry_18,-103.32554052066776,186.0,-103.2296173666216,-0.09592315404616159,-9.201489203300866
train,UAV_0029,90,telemetry_18,-103.24319947647996,133.0,-103.32726225645754,0.08406277997758593,8.044971731855739
train,UAV_0029,91,telemetry_18,-103.32250700516612,132.0,-103.24319947647996,-0.07930752868615798,-7.609360711489442
train,UAV_0030,26,telemetry_18,-103.23286931444298,192.0,-103.32185472222756,0.08898540778457686,8.516663637293101
train,UAV_0030,27,telemetry_18,-103.32439696225018,191.0,-103.23286931444298,-0.09152764780719735,-8.780306697836124
train,UAV_0030,68,telemetry_18,-103.25110311694796,150.0,-103.3280296398268,0.07692652287883561,7.361167300446157
train,UAV_0030,69,telemetry_18,-103.32136944313704,149.0,-103.25110311694796,-0.0702663261890848,-6.743022202769979
train,UAV_0030,135,telemetry_18,-103.23792514978332,83.0,-103.31804301997752,0.08011787019420069,7.666965901339595
train,UAV_0030,136,telemetry_18,-103.33520117312156,82.0,-103.23792514978332,-0.09727602333823882,-9.331122707845196
train,UAV_0033,2,telemetry_18,-103.1480445120676,229.0,-103.2461352894956,0.09809077742799843,9.389150716392914
train,UAV_0033,3,telemetry_18,-103.2443963788062,228.0,-103.1480445120676,-0.09635186673860119,-9.242568950685959
train,UAV_0033,21,telemetry_18,-103.15144377890466,210.0,-103.23393250038508,0.08248872148041642,7.894143621157358
train,UAV_0033,22,telemetry_18,-103.2330798276022,209.0,-103.15144377890466,-0.08163604869753271,-7.832482199458641
train,UAV_0033,30,telemetry_18,-103.15772468414134,201.0,-103.24642419295866,0.0886995088173137,8.489268466681295
train,UAV_0033,31,telemetry_18,-103.24560337270908,200.0,-103.15772468414134,-0.08787868856774139,-8.430659191665153
train,UAV_0033,35,telemetry_18,-103.14410248707424,196.0,-103.24763613250596,0.10353364543172461,9.910692640825141
train,UAV_0033,36,telemetry_18,-103.24802880710855,195.0,-103.14410248707424,-0.10392632003431856,-9.968361849882859
train,UAV_0033,76,telemetry_18,-103.145774543669,155.0,-103.24261076099204,0.09683621732303038,9.268937312170543
train,UAV_0033,77,telemetry_18,-103.23601407441392,154.0,-103.145774543669,-0.09023953074490976,-8.656877827046028
train,UAV_0033,86,telemetry_18,-103.14800651375086,145.0,-103.2367893695234,0.08878285577253564,8.497254868591513
train,UAV_0033,87,telemetry_18,-103.23765611350451,144.0,-103.14800651375086,-0.08964959975365616,-8.600349955297167
train,UAV_0033,110,telemetry_18,-103.15368613160317,121.0,-103.24415537731716,0.09046924571399018,8.658846708556625
train,UAV_0033,111,telemetry_18,-103.2385758145918,120.0,-103.15368613160317,-0.08488968298863142,-8.144249210603613
train,UAV_0033,211,telemetry_18,-103.320200830862,20.0,-103.2391007289378,-0.08110010192420702,-7.7811271580793235
train,UAV_0033,212,telemetry_18,-103.2505301792282,19.0,-103.320200830862,0.06967065163379971,6.665901302818103
train,UAV_0033,220,telemetry_18,-103.3250438776616,11.0,-103.24914175935324,-0.07590211830836324,-7.283050339696362
train,UAV_0033,222,telemetry_18,-103.2402630700292,9.0,-103.33095994880452,0.09069687877531862,8.680658772488428
train,UAV_0033,228,telemetry_18,-103.32720400017044,3.0,-103.23415595590792,-0.09304804426251678,-8.92599284945038
train,UAV_0033,229,telemetry_18,-103.23516239694138,2.0,-103.32720400017044,0.09204160322906318,8.80951182917782
train,UAV_0033,230,telemetry_18,-103.31639239067556,1.0,-103.23516239694138,-0.08122999373418338,-7.793573541952068
train,UAV_0034,3,telemetry_18,-103.15760787938773,456.0,-103.23699721473172,0.07938933534398984,7.597156847080923
train,UAV_0034,5,telemetry_18,-103.23630668563356,454.0,-103.16664196220178,-0.06966472343178509,-6.685375928862359
train,UAV_0034,6,telemetry_18,-103.14850575733878,453.0,-103.23630668563356,0.08780092829478292,8.403165438892051
train,UAV_0034,9,telemetry_18,-103.2458247644136,450.0,-103.1581534528891,-0.08767131152450247,-8.410788082878417
train,UAV_0034,10,telemetry_18,-103.1627365770113,449.0,-103.2458247644136,0.0830881874022964,7.951585141016886
train,UAV_0034,11,telemetry_18,-103.23550733921236,448.0,-103.1627365770113,-0.07277076220105982,-6.983000165933633
train,UAV_0034,12,telemetry_18,-103.14919330101137,447.0,-103.23550733921236,0.08631403820099592,8.260689905698523
train,UAV_0034,13,telemetry_18,-103.2547167862314,446.0,-103.14919330101137,-0.10552348522003285,-10.121404070275366
train,UAV_0034,14,telemetry_18,-103.14853092439664,445.0,-103.2547167862314,0.10618586183475998,10.164831092447121
train,UAV_0034,16,telemetry_18,-103.24547526006162,443.0,-103.15254876345548,-0.09292649660613961,-8.914346012052562
train,UAV_0034,17,telemetry_18,-103.15461569809382,442.0,-103.24547526006162,0.09085956196780387,8.696247264662672
train,UAV_0034,19,telemetry_18,-103.24027586143404,440.0,-103.1625948061889,-0.07768105524513658,-7.4535101400834325
train,UAV_0034,20,telemetry_18,-103.1476695891204,439.0,-103.24027586143404,0.09260627231364538,8.863619075732169
train,UAV_0034,22,telemetry_18,-103.23244610265547,437.0,-103.15314928400504,-0.07929681865043392,-7.608334463445499
train,UAV_0034,24,telemetry_18,-103.15609410142144,435.0,-103.23335258597058,0.07725848454913375,7.392976252683562
train,UAV_0034,25,telemetry_18,-103.2425587949716,434.0,-103.15609410142144,-0.0864646935501554,-8.295168549212587
train,UAV_0034,26,telemetry_18,-103.15537115435902,433.0,-103.2425587949716,0.08718764061258355,8.344399501929063
train,UAV_0034,27,telemetry_18,-103.23826128613652,432.0,-103.15537115435902,-0.08289013177750348,-7.952649894592546
train,UAV_0034,28,telemetry_18,-103.15487979096578,431.0,-103.23826128613652,0.083381495170741,7.979690231550185
train,UAV_0034,31,telemetry_18,-103.24575811252046,428.0,-103.1554241071219,-0.09033400539856018,-8.665930497924906
train,UAV_0034,39,telemetry_18,-103.14168719483928,420.0,-103.24281343440106,0.10112623956177913,9.680012218400558
train,UAV_0034,40,telemetry_18,-103.24503372598002,419.0,-103.14168719483928,-0.10334653114074399,-9.912805805695806
train,UAV_0034,41,telemetry_18,-103.15067410364674,418.0,-103.24503372598002,0.0943596223332861,9.031627108045404
train,UAV_0034,45,telemetry_18,-103.24346718797057,414.0,-103.15201832176152,-0.09144886620904913,-8.77275775373534
train,UAV_0034,50,telemetry_18,-103.15892180265308,409.0,-103.23217199236132,0.07325018970823294,7.008896792446048
train,UAV_0034,55,telemetry_18,-103.23841863937376,404.0,-103.16069495705604,-0.07772368231772475,-7.45759471561518
train,UAV_0034,57,telemetry_18,-103.15367466499838,402.0,-103.24452003722512,0.09084537222673816,8.694887587217337
train,UAV_0034,81,telemetry_18,-103.23846633052402,378.0,-103.15865388159465,-0.07981244892937411,-7.6577427547709345
train,UAV_0034,82,telemetry_18,-103.16158774466248,377.0,-103.23846633052402,0.07687858586153595,7.356573919853997
train,UAV_0034,86,telemetry_18,-103.2433694856341,373.0,-103.1618731041039,-0.08149638153020078,-7.819099129507206
train,UAV_0034,87,telemetry_18,-103.15538408662572,372.0,-103.2433694856341,0.08798539900838875,8.420841636607944
train,UAV_0034,114,telemetry_18,-103.24469710621167,345.0,-103.14779812610874,-0.09689898010293518,-9.294993987766041
train,UAV_0034,115,telemetry_18,-103.1526054900486,344.0,-103.24469710621167,0.09209161616307426,8.814304126516793
train,UAV_0034,129,telemetry_18,-103.07322896411306,330.0,-103.15025813254395,0.07702916843089724,7.371002916286919
train,UAV_0034,130,telemetry_18,-103.15478711878254,329.0,-103.07322896411306,-0.08155815466948013,-7.825018303353774
train,UAV_0034,134,telemetry_18,-103.06094431063318,325.0,-103.15559084289492,0.09464653226174846,9.059119150131771
train,UAV_0034,135,telemetry_18,-103.14733481015269,324.0,-103.06094431063318,-0.08639049951950994,-8.288059191150307
train,UAV_0034,146,telemetry_18,-103.23176520774354,313.0,-103.15400689156895,-0.07775831617458095,-7.4609133719454315
train,UAV_0034,147,telemetry_18,-103.14167632969756,312.0,-103.23176520774354,0.09008887804597521,8.62239943747959
train,UAV_0034,159,telemetry_18,-103.07684354573172,300.0,-103.15828653440371,0.08144298867199495,7.793940290675584
train,UAV_0034,161,telemetry_18,-103.1602066102418,298.0,-103.07502601100092,-0.08518059924088561,-8.172125143282008
train,UAV_0034,195,telemetry_18,-103.06367239534896,264.0,-103.15180120008678,0.08812880473782059,8.434582939915554
train,UAV_0034,196,telemetry_18,-103.1658879658966,263.0,-103.06367239534896,-0.10221557054764219,-9.804435850043836
train,UAV_0034,198,telemetry_18,-103.07304578181994,261.0,-103.15977570038034,0.08672991856039403,8.3005400440494
train,UAV_0034,199,telemetry_18,-103.15667125325804,260.0,-103.07304578181994,-0.08362547143809707,-8.023110993673907
train,UAV_0034,205,telemetry_18,-103.07986528935947,254.0,-103.15578524698051,0.0759199576210392,7.264717050089475
train,UAV_0034,206,telemetry_18,-103.14915724242742,253.0,-103.07986528935947,-0.06929195306794611,-6.64965664028237
train,UAV_0034,215,telemetry_18,-103.0644385414325,244.0,-103.16651296472855,0.10207442329605954,9.77086828346651
train,UAV_0034,216,telemetry_18,-103.15407615681568,243.0,-103.0644385414325,-0.08963761538318238,-8.599201599019608
train,UAV_0034,221,telemetry_18,-103.0642449191907,238.0,-103.14902038338477,0.08477546419406679,8.11326196000778
train,UAV_0034,222,telemetry_18,-103.16257211303808,237.0,-103.0642449191907,-0.09832719384738198,-9.431847085116445
train,UAV_0034,223,telemetry_18,-103.07115872331325,236.0,-103.16257211303808,0.09141338972483481,8.749315682637931
train,UAV_0034,224,telemetry_18,-103.16369661539862,235.0,-103.07115872331325,-0.09253789208537455,-8.877109476192402
train,UAV_0034,226,telemetry_18,-103.07182638899845,233.0,-103.1561306959868,0.08430430698835778,8.068115130136587
train,UAV_0034,227,telemetry_18,-103.14476365489416,232.0,-103.07182638899845,-0.07293726589571747,-6.99895474305683
train,UAV_0034,229,telemetry_18,-103.06929228356051,230.0,-103.16382929874544,0.09453701518492608,9.048625096819245
train,UAV_0034,230,telemetry_18,-103.1600275481238,229.0,-103.06929228356051,-0.0907352645632784,-8.704379616444765
train,UAV_0034,233,telemetry_18,-103.07073441207112,226.0,-103.15469011740318,0.08395570533205898,8.03471171514253
train,UAV_0034,234,telemetry_18,-103.15413236790222,225.0,-103.07073441207112,-0.08339795583110288,-8.00131018435263
train,UAV_0034,236,telemetry_18,-103.06611627406812,223.0,-103.1444452109565,0.07832893688838283,7.495548237277482
train,UAV_0034,240,telemetry_18,-103.13446157291798,219.0,-103.06734285691051,-0.06711871600747088,-6.4414145447563085
train,UAV_0034,242,telemetry_18,-103.0799026887581,217.0,-103.1497837048282,0.06988101607009867,6.686058667072453
train,UAV_0034,245,telemetry_18,-103.16151608430332,214.0,-103.07102369034246,-0.09049239396085795,-8.681107473653931
train,UAV_0034,247,telemetry_18,-103.070609888323,212.0,-103.14471194717537,0.0741020588523611,7.090523881783669
train,UAV_0034,249,telemetry_18,-103.15420537517474,210.0,-103.06738831170104,-0.08681706347370266,-8.328933043944604
train,UAV_0034,253,telemetry_18,-103.0710293211159,206.0,-103.15263554864082,0.0816062275249152,7.809582026877132
train,UAV_0034,254,telemetry_18,-103.15343357528802,205.0,-103.0710293211159,-0.08240425417211839,-7.906092538952544
train,UAV_0034,255,telemetry_18,-103.0696475317556,204.0,-103.15343357528802,0.08378604353241315,8.018454524736782
train,UAV_0034,256,telemetry_18,-103.1468583382236,203.0,-103.0696475317556,-0.07721080646798839,-7.408450356890478
train,UAV_0034,257,telemetry_18,-103.0702079108487,202.0,-103.1468583382236,0.07665042737490069,7.334711509059937
train,UAV_0034,261,telemetry_18,-103.15621682048145,198.0,-103.05974281932814,-0.09647400115331095,-9.254272011947691
train,UAV_0034,264,telemetry_18,-103.0763231689966,195.0,-103.15685521243913,0.08053204344253118,7.706652462328168
train,UAV_0034,266,telemetry_18,-103.1519737338238,193.0,-103.07198319537348,-0.07999053845031767,-7.6748074992054
train,UAV_0034,268,telemetry_18,-103.06549283974728,191.0,-103.16097546552236,0.09548262577507671,9.139234600230504
train,UAV_0034,274,telemetry_18,-103.15412603206462,185.0,-103.07341939746983,-0.08070663459479022,-7.743424662254555
train,UAV_0034,275,telemetry_18,-103.06936003502292,184.0,-103.15412603206462,0.08476599704169985,8.112354806488538
train,UAV_0034,276,telemetry_18,-103.15625185125384,183.0,-103.06936003502292,-0.08689181623091713,-8.336095939834705
train,UAV_0034,278,telemetry_18,-103.069890574389,181.0,-103.14486949322972,0.0749789188407135,7.174545622797756
train,UAV_0034,291,telemetry_18,-103.15297938851484,168.0,-103.07118306892777,-0.08179631958707034,-7.8478395419668
train,UAV_0034,292,telemetry_18,-103.06648238486385,167.0,-103.15297938851484,0.08649700365099022,8.278221867309444
train,UAV_0034,294,telemetry_18,-103.14003044794671,165.0,-103.05767277652294,-0.08235767142377881,-7.90162892598274
train,UAV_0034,295,telemetry_18,-103.06949736078576,164.0,-103.14003044794671,0.0705330871609533,6.748540875231485
train,UAV_0034,307,telemetry_18,-103.16113127294804,152.0,-103.05879232717336,-0.10233894577467595,-9.816257807381474
train,UAV_0034,308,telemetry_18,-103.07668875896007,151.0,-103.16113127294804,0.0844425139879661,8.08135828512333
train,UAV_0034,320,telemetry_18,-103.1540137382164,139.0,-103.06539199640672,-0.08862174180968907,-8.501859415057618
train,UAV_0034,321,telemetry_18,-103.06951319397226,138.0,-103.1540137382164,0.08450054424415043,8.086918811570957
train,UAV_0034,332,telemetry_18,-103.14827356807648,127.0,-103.05984630021078,-0.08842726786569699,-8.483224696204962
train,UAV_0034,333,telemetry_18,-103.0624288294084,126.0,-103.14827356807648,0.0858447386680723,8.215721080188043
train,UAV_0034,343,telemetry_18,-102.9778559411111,116.0,-103.06641735110622,0.08856140999512263,8.476035677380132
train,UAV_0034,344,telemetry_18,-103.06717146076876,115.0,-102.9778559411111,-0.08931551965766005,-8.568338013052557
train,UAV_0034,351,telemetry_18,-103.15512301069737,108.0,-103.06605854965127,-0.08906446104609245,-8.544281285729276
train,UAV_0034,352,telemetry_18,-103.07765671123188,107.0,-103.15512301069737,0.07746629946548467,7.412889318979709
train,UAV_0034,370,telemetry_18,-102.9912930916322,89.0,-103.07000845111683,0.07871535948463304,7.532575698600164
train,UAV_0034,371,telemetry_18,-103.07718120366285,88.0,-102.9912930916322,-0.08588811203064495,-8.23991983932808
train,UAV_0034,374,telemetry_18,-102.99100207941686,85.0,-103.0587193564522,0.06771727703534225,6.478726683386015
train,UAV_0034,376,telemetry_18,-103.07307342176286,83.0,-102.9863680801864,-0.08670534157646159,-8.318227722182542
train,UAV_0034,380,telemetry_18,-102.9903604622828,79.0,-103.07095967861756,0.08059921633476108,7.71308904676477
train,UAV_0034,381,telemetry_18,-103.0580781777159,78.0,-102.9903604622828,-0.06771771543310479,-6.4988113644045225
train,UAV_0034,382,telemetry_18,-102.9806313465578,77.0,-103.0580781777159,0.07744683115809892,7.411023843187819
train,UAV_0034,384,telemetry_18,-103.07170337058976,75.0,-102.98759158898976,-0.08411178160000077,-8.069709797381174
train,UAV_0034,385,telemetry_18,-102.97197759984108,74.0,-103.07170337058976,0.09972577074867672,9.545817672548496
train,UAV_0034,387,telemetry_18,-103.05490006060936,72.0,-102.98745219949296,-0.067447861116392,-6.472953610816088
train,UAV_0034,391,telemetry_18,-102.9795094913802,68.0,-103.06962893650643,0.09011944512623415,8.625328410559888
train,UAV_0034,392,telemetry_18,-103.067668144424,67.0,-102.9795094913802,-0.08815865304380566,-8.457485712447811
train,UAV_0034,394,telemetry_18,-102.97857577194924,65.0,-103.06524618523734,0.08667041328810399,8.294838179847886
train,UAV_0034,395,telemetry_18,-103.07124705726474,64.0,-102.97857577194924,-0.09267128531550384,-8.88989137020494
train,UAV_0034,399,telemetry_18,-102.97909299805706,60.0,-103.06247491851045,0.08338192045339099,7.979730982626925
train,UAV_0034,400,telemetry_18,-103.06723134204051,59.0,-102.97909299805706,-0.08813834398345932,-8.455539674732183
train,UAV_0034,404,telemetry_18,-102.97161909014326,55.0,-103.06600799576626,0.09438890562299207,9.034433066826052
train,UAV_0034,405,telemetry_18,-103.07251652856009,54.0,-102.97161909014326,-0.10089743841682264,-9.678130900577314
train,UAV_0034,407,telemetry_18,-102.98664716464128,52.0,-103.0755857785442,0.08893861390291136,8.512179793283146
train,UAV_0034,409,telemetry_18,-103.05467500545775,50.0,-102.98122970292526,-0.07344530253249104,-7.047635402783204
train,UAV_0034,411,telemetry_18,-102.9810160264086,48.0,-103.06460708264233,0.08359105623372898,7.999770615642173
train,UAV_0034,412,telemetry_18,-103.07350668179052,47.0,-102.9810160264086,-0.09249065538192269,-8.87258320048532
train,UAV_0034,415,telemetry_18,-102.97213131449212,44.0,-103.0777252963086,0.10559398181648305,10.10811646266852
train,UAV_0034,416,telemetry_18,-103.07318366725475,43.0,-102.97213131449212,-0.10105235276263613,-9.692974972853625
train,UAV_0034,417,telemetry_18,-102.9663949606026,42.0,-103.07318366725475,0.10678870665215356,10.222596381993405
train,UAV_0034,422,telemetry_18,-103.06530442440295,37.0,-102.98097992959688,-0.08432449480606863,-8.090092223478745
train,UAV_0034,423,telemetry_18,-102.98686931335158,36.0,-103.06530442440295,0.0784351110513768,7.505721968710055
train,UAV_0034,424,telemetry_18,-103.06761077596698,35.0,-102.98686931335158,-0.08074146261540704,-7.746761923581531
train,UAV_0034,427,telemetry_18,-102.987879057378,32.0,-103.06420058922072,0.07632153184272283,7.3031963577331425
train,UAV_0034,430,telemetry_18,-103.06659392878692,29.0,-102.9763199575098,-0.09027397127711367,-8.660177958783892
train,UAV_0034,432,telemetry_18,-102.9868058752128,27.0,-103.06678153470766,0.0799756594948633,7.6533391072015595
train,UAV_0034,437,telemetry_18,-103.06702344815776,22.0,-102.98395921165014,-0.08306423650761019,-7.969332811747701
train,UAV_0034,438,telemetry_18,-102.9867475240734,21.0,-103.06702344815776,0.08027592408436135,7.682110808396308
train,UAV_0034,445,telemetry_18,-103.06036044981654,14.0,-102.98214597363057,-0.07821447618597688,-7.504623153264689
train,UAV_0034,446,telemetry_18,-102.9816375125646,13.0,-103.06036044981654,0.07872293725193913,7.533301809051678
train,UAV_0035,2,telemetry_18,-102.061264105278,229.0,-102.1569479170067,0.09568381172870488,9.158512471630681
train,UAV_0035,3,telemetry_18,-102.1374405143899,228.0,-102.061264105278,-0.07617640911189483,-7.309333202596949
train,UAV_0035,4,telemetry_18,-102.0552171590999,227.0,-102.1374405143899,0.08222335528999736,7.86871592503545
train,UAV_0035,7,telemetry_18,-102.03357870589052,224.0,-102.13385927253252,0.1002805666419988,9.598978858465959
train,UAV_0035,8,telemetry_18,-102.16703623053382,223.0,-102.03357870589052,-0.13345752464330474,-12.798076124053852
train,UAV_0035,10,telemetry_18,-102.0710893126846,221.0,-102.14428857010152,0.07319925741691691,7.004016401223899
train,UAV_0035,13,telemetry_18,-101.93096211224996,218.0,-102.10893361618275,0.17797150393279537,17.043414571006906
train,UAV_0035,15,telemetry_18,-102.02159694370307,216.0,-101.93879750095935,-0.08279944274372042,-7.943959966199696
train,UAV_0035,19,telemetry_18,-102.082082107254,212.0,-101.95593973808636,-0.12614236916763844,-12.097129442692461
train,UAV_0035,20,telemetry_18,-102.14861438110124,211.0,-102.082082107254,-0.06653227384724403,-6.385220976842569
train,UAV_0035,21,telemetry_18,-101.97283726411136,210.0,-102.14861438110124,0.1757771169898774,16.833145869216803
train,UAV_0035,22,telemetry_18,-102.04321613494032,209.0,-101.97283726411136,-0.07037887082896077,-6.753806360685487
train,UAV_0035,23,telemetry_18,-101.94332090167931,208.0,-102.04321613494032,0.0998952332610088,9.562055767012717
train,UAV_0035,24,telemetry_18,-102.10027902616775,207.0,-101.94332090167931,-0.15695812448844038,-15.049930855815296
train,UAV_0035,25,telemetry_18,-101.8951287793816,206.0,-102.10027902616775,0.205150246786161,19.64771323150885
train,UAV_0035,27,telemetry_18,-101.93252484155504,204.0,-101.86128817677468,-0.07123666478035773,-6.836001171926844
train,UAV_0035,31,telemetry_18,-101.86663095793676,200.0,-101.97864416959736,0.11201321166059586,10.723214510973094
train,UAV_0035,32,telemetry_18,-102.0066932668987,199.0,-101.86663095793676,-0.14006230896193017,-13.43095421730129
train,UAV_0035,33,telemetry_18,-101.83466309887092,198.0,-102.0066932668987,0.17203016802777427,16.474108874179116
train,UAV_0035,34,telemetry_18,-101.9634366122762,197.0,-101.83466309887092,-0.1287735134052781,-12.34924873498798
train,UAV_0035,35,telemetry_18,-101.7545607405338,196.0,-101.9634366122762,0.20887587174239286,20.004706935573633
train,UAV_0035,36,telemetry_18,-102.0199755537906,195.0,-101.7545607405338,-0.26541481325679683,-25.442376555228137
train,UAV_0035,37,telemetry_18,-101.83315158920178,194.0,-102.0199755537906,0.18682396458882522,17.891667617626013
train,UAV_0035,38,telemetry_18,-101.93693529657295,193.0,-101.83315158920178,-0.10378370737117848,-9.954696539107076
train,UAV_0035,39,telemetry_18,-102.0579119736865,192.0,-101.93693529657295,-0.12097667711354632,-11.60214683920638
train,UAV_0035,40,telemetry_18,-101.85931562502157,191.0,-102.0579119736865,0.19859634866493536,19.01971111271105
train,UAV_0035,41,telemetry_18,-102.1110614706894,190.0,-101.85931562502157,-0.2517458456678412,-24.132600228397276
train,UAV_0035,42,telemetry_18,-101.95428867361534,189.0,-102.1110614706894,0.1567727970740691,15.012129894802035
train,UAV_0035,45,telemetry_18,-102.10658576937529,186.0,-101.88447799119297,-0.22210777818231975,-21.292646229463454
train,UAV_0035,46,telemetry_18,-101.90749803248028,185.0,-102.10658576937529,0.19908773689500947,19.066796502799647
train,UAV_0035,47,telemetry_18,-101.76176296519886,184.0,-101.90749803248028,0.1457350672814215,13.9544818251668
train,UAV_0035,49,telemetry_18,-101.72968470956452,182.0,-101.81768711827442,0.0880024087098974,8.422471525933345
train,UAV_0035,50,telemetry_18,-101.88514112848368,181.0,-101.72968470956452,-0.15545641891915807,-14.906035686577697
train,UAV_0035,51,telemetry_18,-101.98148165759108,180.0,-101.88514112848368,-0.09634052910739399,-9.241482565714973
train,UAV_0035,52,telemetry_18,-101.787676804831,179.0,-101.98148165759108,0.1938048527600813,18.560584418215438
train,UAV_0035,53,telemetry_18,-101.92074086651374,178.0,-101.787676804831,-0.1330640616827452,-12.760374046858054
train,UAV_0035,54,telemetry_18,-101.72527729898847,177.0,-101.92074086651374,0.19546356752526606,18.719524390694357
train,UAV_0035,55,telemetry_18,-101.79445756410897,176.0,-101.72527729898847,-0.0691802651204938,-6.638954571628439
train,UAV_0035,56,telemetry_18,-101.99850741385832,175.0,-101.79445756410897,-0.20404984974935303,-19.562314584503227
train,UAV_0035,57,telemetry_18,-101.90706019035882,174.0,-101.99850741385832,0.0914472234995003,8.75255767416478
train,UAV_0035,62,telemetry_18,-101.91711303098212,169.0,-101.83883441929724,-0.0782786116848797,-7.510768691150103
train,UAV_0035,63,telemetry_18,-101.76937379616066,168.0,-101.91711303098212,0.1477392348214579,14.146523483167622
train,UAV_0035,66,telemetry_18,-101.96815093396654,165.0,-101.8453785504963,-0.12277238347023456,-11.774213504857876
train,UAV_0035,68,telemetry_18,-101.81826623276298,163.0,-101.96728973030078,0.1490234975377973,14.26958302605892
train,UAV_0035,71,telemetry_18,-101.73502472343648,160.0,-101.8157976859258,0.08077296248931987,7.729737604795067
train,UAV_0035,72,telemetry_18,-101.92082511985826,159.0,-101.73502472343648,-0.18580039642178292,-17.8136308020229
train,UAV_0035,74,telemetry_18,-101.780455518222,157.0,-101.86633351411518,0.08587799589318479,8.218907826068078
train,UAV_0035,77,telemetry_18,-101.73132820864086,154.0,-101.82949769148192,0.0981694828410582,9.396692360350166
train,UAV_0035,78,telemetry_18,-101.95480793446812,153.0,-101.73132820864086,-0.22347972582726072,-21.42410784390513
train,UAV_0035,79,telemetry_18,-101.78457340726784,152.0,-101.95480793446812,0.17023452720027876,16.302048487610868
train,UAV_0035,81,telemetry_18,-101.6217783911366,150.0,-101.73302508555854,0.11124669442193635,10.649765940203551
train,UAV_0035,82,telemetry_18,-101.75769807250607,149.0,-101.6217783911366,-0.1359196813694723,-13.034002837018429
train,UAV_0035,84,telemetry_18,-101.5630393681936,147.0,-101.70339589493518,0.14035652674158428,13.439103832927586
train,UAV_0035,87,telemetry_18,-101.77064559114892,144.0,-101.607754098483,-0.16289149266592062,-15.618473075749622
train,UAV_0035,88,telemetry_18,-101.57839233875416,143.0,-101.77064559114892,0.19225325239476376,18.411908271756722
train,UAV_0035,89,telemetry_18,-101.7627742745746,142.0,-101.57839233875416,-0.18438193582043994,-17.67771226215582
train,UAV_0035,92,telemetry_18,-101.70250224669118,139.0,-101.76812172076455,0.06561947407337243,6.277712770662731
