uav_id,telemetry_01,telemetry_02,telemetry_03,telemetry_04,telemetry_05,telemetry_06,telemetry_07,telemetry_08,telemetry_09,telemetry_10,telemetry_11,telemetry_12,telemetry_13,telemetry_14,telemetry_15,telemetry_16,telemetry_17,telemetry_18,telemetry_19,telemetry_20,telemetry_21,telemetry_22,telemetry_23,telemetry_24,telemetry_25,telemetry_26,telemetry_27,telemetry_28
UAV_0056,86.89995455929373,10.712642111906506,30377.82504938608,-125.89738618110724,-113.52621684814561,-136.38829379811483,140.5912754437698,-4680.605940223165,-153.30290531013827,-62.57215910005265,62.72209173471123,634.4313773422505,7139.4113556670745,-648.8153498138018,49934.20536484905,-697.6586994201715,40.41581228213973,-103.32715327896865,33506.12365556316,-164.8973841769026,34962.826799740615,23113.023963888136,-17355.18546481689,-3638.0521065173953,-173.02143772613965,-7459.323389123718,969.0302044744708,-9825.693825510141
UAV_0057,87.71591466030671,12.144201341531048,30377.82504938608,-125.89288637742908,-113.52586392532218,-140.16875011265304,140.61885897973616,-4680.605940223165,-153.63654060388092,-62.412081437539086,62.13661092937525,641.0938607990549,7133.142640014564,-648.8153498138018,50075.18675893055,-695.4219910032612,40.415812282139726,-103.3091199636836,33505.86621137614,-164.8973841769026,34962.55328854823,23045.430370045196,-17395.573292876943,-3678.281367706946,-172.0944268003616,-7536.98374477336,969.0302044744708,-9747.06812256793
UAV_0058,85.8146443529088,11.971472073631924,30377.825049386083,-125.89899740807928,-113.52590338161066,-136.66362523714267,140.5912754437698,-4680.605940223165,-152.47840477036226,-62.485327010481996,62.68506585663324,634.9455788718152,7137.986486101488,-648.8153498138018,50003.026054836635,-697.3175839915777,40.41581228213973,-103.32720553762655,33505.58344254385,-164.8973841769026,34962.248537610285,23091.504650327617,-17378.471880118337,-3636.3281302315227,-172.803053629308,-7462.921614579244,969.0302044744708,-9811.768769392078
UAV_0059,87.26150160765212,11.91920781012919,30377.825049386076,-125.88972698154829,-113.52578772613319,-140.17146314863206,140.62289536648822,-4680.605940223165,-153.01483831653968,-62.468126531247584,62.128682904026626,641.2522276503796,7133.465461871851,-648.8153498138018,50080.19100151485,-695.5968650870785,40.41581228213973,-103.2899660503897,33505.948941167364,-164.8973841769026,34962.70710812052,23044.4875011959,-17398.576643503126,-3679.3251728320956,-172.1787539003192,-7539.630374573575,969.0302044744708,-9758.1281694969
UAV_0060,86.63767179206152,10.386458152121685,30377.82504938608,-125.88843330276931,-113.52538306642428,-139.23720111137766,140.60982226829637,-4680.605940223165,-152.6704458045577,-62.46252596913941,62.27074410815308,639.5714364708881,7131.325731036353,-648.8153498138018,50036.58247959208,-694.1884463004491,40.41581228213973,-103.12198166474612,33504.64812381672,-164.8973841769026,34961.25469714288,23006.365031355923,-17379.76310701631,-3657.687027701016,-171.71625419419163,-7505.054745933112,969.0302044744708,-9727.45331210989
UAV_0061,86.0027283548174,11.461445065221199,30377.82504938608,-125.89040572577886,-113.5252520159546,-136.86953766032178,140.5912754437698,-4680.605940223165,-152.42016158634286,-62.389611146980535,62.69525242614539,635.2170433594077,7137.536679176709,-648.8153498138018,50098.30253190388,-697.1091557113109,40.41581228213973,-103.32681539392637,33505.12791406519,-164.8973841769026,34961.75522230676,23089.46847911816,-17408.20955658192,-3640.7791347673383,-172.60871898907448,-7465.760641183108,969.0302044744709,-9800.558104909289
UAV_0062,86.47558458521394,10.530482592337753,30377.82504938608,-125.89646162661973,-113.52602902839898,-139.2812721378781,140.60804592162845,-4680.605940223165,-153.0571389770398,-62.310383473940696,62.29471206111597,639.41473710444,7131.1127148127935,-648.8153498138018,50024.87862708527,-694.2537518417402,40.41581228213974,-103.13548230720518,33504.39038620536,-164.8973841769026,34960.90807668181,22995.317066831696,-17377.042009992514,-3663.543223429573,-171.6776669884464,-7500.26744399632,969.0302044744708,-9723.321461533345
UAV_0063,87.27196629630879,11.323723802414136,30377.825049386083,-125.89517238760419,-113.52600151108231,-137.02799602774155,140.5912754437698,-4680.605940223165,-152.97298194509398,-62.87104332605497,62.60981483628117,635.6449211072288,7136.854698678844,-648.8153498138018,49969.52270697641,-696.8665662163445,40.41581228213973,-103.32582430389417,33505.517397089025,-164.8973841769026,34962.14702091314,23075.55261509665,-17365.630499977106,-3641.4182044968293,-172.56630406782352,-7465.885252059728,969.0302044744708,-9794.73912251505
UAV_0064,86.26077585579606,12.186412504699213,30377.82504938608,-125.89300494091816,-113.52405085646099,-137.30794460087517,140.5912754437698,-4680.605940223165,-152.5226864224039,-62.520736788789414,62.62498936346462,636.0991463289918,7135.864716621019,-648.8153498138018,50177.99154738629,-696.0044369901318,40.41581228213973,-103.32703913172752,33504.51481201227,-164.8973841769026,34961.105478067046,23063.4428816099,-17433.829298102744,-3645.232674985097,-172.27228908842048,-7471.088781819544,969.0302044744708,-9776.180429049904
UAV_0065,86.68418412054503,10.886883921159432,30377.825049386076,-125.89995028150096,-113.52572435426809,-137.47598078343532,140.5912754437698,-4680.605940223165,-153.66535546863315,-62.325174301748454,62.61377221263844,636.5366909635151,7134.506264935574,-648.8153498138018,49987.7563753231,-695.4811801462214,40.41581228213973,-103.32404994030092,33505.00133540019,-164.8973841769026,34961.64818616448,23043.558327027265,-17367.48167344596,-3645.411608881486,-172.22193553848504,-7470.299638130541,969.0302044744708,-9767.14333703273
UAV_0066,85.555397628657,11.475886158513376,30377.825049386076,-125.90749534377127,-113.5257412709294,-137.64861216834808,140.5912754437698,-4680.605940223165,-152.531159578808,-62.14709376668235,62.56291982314952,636.7861961245126,7134.097585662887,-648.8153498138018,50061.54460864231,-695.3244591291037,40.41581228213974,-103.32261282814149,33504.56289140777,-164.8973841769026,34961.20714793753,23037.19355398064,-17391.15121758165,-3648.1069434850497,-172.13443712687373,-7472.13574686923,969.0302044744708,-9760.061611164665
UAV_0067,86.36490897531128,11.647319457381835,30377.82504938608,-125.8988380335993,-113.52550728858927,-136.57325297035618,140.5912754437698,-4680.605940223165,-154.48391262656972,-62.51175849556823,62.70027906636215,635.01568569608,7138.0729713305,-648.8153498138018,50002.69127205237,-697.1841785808421,40.41581228213973,-103.32664887363138,33505.5630181001,-164.8973841769026,34962.28345417296,23092.309356972553,-17377.24220993015,-3643.390873558374,-172.82002372387944,-7462.945862484296,969.0302044744708,-9807.548571346071
UAV_0068,177.8190043733611,10.840649852948388,30377.825049386076,-125.8929595252014,-113.52582879863884,-137.6875085789544,140.5912754437698,-4680.605940223151,-153.54614874073297,-62.20646059785678,62.56766714550409,636.8692818324039,7133.8120443257585,-648.8153498138008,50201.40618818648,-695.6259823128696,40.41581228213973,-101.99462520402241,33504.15349634931,-164.8973841769026,34960.76577983522,23035.97907867007,-17439.46531182767,-3644.505497810086,-171.9685631480349,-7073.9844073591585,969.0302044744708,-9750.660338455393
UAV_0069,86.19860344406938,10.985300859713401,30377.82504938608,-125.89780167139408,-113.52528985938133,-136.46587950250387,140.5912754437698,-4680.605940223165,-153.7682125058685,-62.55307683391546,62.79090356587336,634.5788749053573,7139.236646078972,-648.8153498138018,49926.17930986979,-697.5577276779205,40.41581228213973,-103.3263137168715,33506.12838284172,-164.8973841769026,34962.79024434958,23100.944380926645,-17353.0354421428,-3646.2221294556566,-172.97155467019383,-7461.105483840282,969.0302044744708,-9823.504718191836
UAV_0070,86.08359865001722,11.628047135180486,30377.82504938608,-125.89886906924653,-113.5255858152656,-137.31320410665876,140.5912754437698,-4680.605940223165,-152.80288970495403,-62.413774657722705,62.66092656924259,636.2035268194481,7134.78213764382,-648.8153498138018,50028.23036328978,-696.0108488600157,40.41581228213973,-103.32559321088895,33504.840754152334,-164.8973841769026,34961.54152089437,23062.07365615097,-17381.793462997834,-3646.169835676201,-172.33353806988242,-7469.8608105189105,969.0302044744708,-9777.459966458224
UAV_0071,86.20481299312428,11.457751692963614,30377.82504938608,-125.89462613405624,-113.52569588530758,-138.39308802967753,140.6036739113554,-4680.605940223165,-153.44675470428362,-62.348559122053864,62.346577908241294,638.0919904883949,7131.660192687027,-648.8153498138018,49995.674838536426,-693.471267457832,40.41581228213973,-102.94267682929578,33502.206709506485,-164.8973841769026,34958.73542704564,22974.02632071434,-17366.02037140863,-3647.564130983455,-171.68250623522428,-7478.761995381608,969.0302044744707,-9729.703021452267
UAV_0072,3.3488035296474803,10.876691520198756,30377.82504938608,-125.88903649462762,-113.52589693986371,-139.68120620781036,140.61165121293536,-4680.605940223146,-154.3568594136573,-62.431510048096676,62.103366902987446,640.360393469663,7132.874800133769,-648.8153498138026,50064.45649139293,-695.1224857140498,40.415812282139726,-100.96605803363155,33505.25083841637,-164.8973841769026,34961.91461231872,23034.88156120258,-17391.803813529656,-3672.6152424481124,-172.01088063666427,-7827.252344807378,969.0302044744708,-9747.001405357747
UAV_0073,86.3373798294296,11.659531212191494,30377.82504938608,-125.89614113902368,-113.52554204638832,-138.49854251050354,140.60606661523002,-4680.605940223165,-151.7066205652796,-62.108081386959306,62.42260926708527,638.386988159298,7131.319295119333,-648.8153498138018,49996.07710373005,-693.5666854271851,40.41581228213974,-103.06770697443046,33502.15187490103,-164.8973841769026,34958.65747830923,22979.552432198994,-17365.351161782914,-3648.514435878689,-171.74339110680972,-7483.56630637986,969.0302044744708,-9728.597344537922
UAV_0074,87.27305734381802,11.116420673837359,30377.82504938608,-125.8959276864129,-113.52568964819956,-136.71738316284052,140.5912754437698,-4680.605940223165,-152.39251952000367,-62.49501753789989,62.726849347975055,635.0403299747022,7138.152919250554,-648.8153498138018,50105.727446927754,-697.4118365353946,40.41581228213973,-103.32584975646867,33505.16160957137,-164.8973841769026,34961.847854807434,23098.747762121628,-17412.4200603827,-3645.5631768660037,-172.691008524506,-7465.2100268393815,969.0302044744708,-9805.535736959207
UAV_0075,86.29251728248198,11.330639221110117,30377.82504938608,-125.88881329077068,-113.52627712446824,-138.8923742522997,140.6078678567091,-4680.605940223165,-153.4672294667288,-62.45386775610382,62.26599468231117,639.1500725917368,7131.548741308649,-648.8153498138018,50027.85901717108,-694.0969907493917,40.41581228213973,-102.99347714537218,33504.31237926211,-164.8973841769026,34960.90756857013,22996.022105025128,-17376.988124045252,-3651.1504866291534,-171.6652887805538,-7495.206692309685,969.0302044744708,-9725.173713688386
UAV_0076,237.93468536439178,12.070061812516352,30377.82504938608,-125.8951917518917,-113.52572425296613,-136.10641638773515,140.5912754437698,-4680.605940223148,-154.0102579186334,-62.20983418983023,62.8430828387228,634.2821456165013,7139.671403665882,-648.8153498138025,49855.56092889489,-697.7730991834127,40.41581228213973,-104.214025998741,33506.53413670589,-164.8973841769026,34963.260847844496,23115.516549040476,-17329.09245967066,-3636.570594952009,-173.1462500050895,-7687.823156032128,969.0302044744708,-9833.650261300649
UAV_0077,85.66928997719572,11.737919212529794,30377.82504938608,-125.88741935601267,-113.52573288104503,-140.15464273277018,140.61992501011164,-4680.605940223165,-153.061074942632,-62.44290089413474,62.153015390667754,641.283355243913,7133.706054787319,-648.8153498138018,50084.65452640151,-695.816619086152,40.41581228213973,-103.24074544651793,33506.01197717658,-164.8973841769026,34962.71493624892,23052.695747771606,-17400.85364661923,-3682.376048271846,-172.235022298255,-7541.034429975224,969.0302044744708,-9757.49651598798
UAV_0078,-30.360971116016383,11.050762991079834,30377.825049386083,-125.89736187178472,-113.52653585891676,-137.01312307993294,140.5912754437698,-4680.605940223188,-154.05330529366583,-62.2971066083402,62.66572882827204,635.5621451234763,7136.553878865977,-648.8153498137988,50064.16682007978,-696.6395649439802,40.41581228213974,-98.49935583635434,33505.022665450626,-164.8973841769026,34961.621071105146,23069.38049814964,-17395.576203516946,-3638.9956982110566,-172.5353105044015,-7716.798655438164,969.0302044744708,-9792.354335067297
UAV_0079,85.83676740281851,12.083813558307607,30377.82504938608,-125.88655763685426,-113.52642304151273,-137.22542888482337,140.5912754437698,-4680.605940223165,-152.68267826261558,-62.038850387203496,62.623329159301,636.0545857626591,7136.683636000293,-648.8153498138018,50026.88917918215,-696.3126154296184,40.41581228213973,-103.32428667429174,33505.061078567414,-164.8973841769026,34961.75053159692,23055.761055038103,-17383.799459979185,-3647.6950911862014,-172.41597115053017,-7468.117746481494,969.0302044744709,-9782.352236996303
UAV_0080,86.18779730842664,11.211409230039749,30377.82504938608,-125.88659026747801,-113.5263367454571,-136.95530642043894,140.5912754437698,-4680.605940223165,-155.2736933628521,-62.23037227841395,62.73127905833345,635.7586598711109,7137.1509563464115,-648.8153498138018,50004.92328960416,-696.7582390388432,40.41581228213973,-103.32695885586325,33505.336898740294,-164.8973841769026,34961.949359833045,23074.703931410437,-17375.8075117641,-3640.727365240023,-172.61047949478396,-7465.411805037379,969.0302044744708,-9794.892681437714
UAV_0081,86.1414282655736,11.533773370063322,30377.82504938608,-125.89008268603766,-113.5260307443486,-139.28526966414918,140.61034763346711,-4680.605940223165,-154.46089711701603,-62.48200607338156,62.242714962024586,639.7111224431688,7131.939519190058,-648.8153498138018,50043.81124194512,-694.8341095007754,40.41581228213973,-103.07065820970936,33504.812169447694,-164.8973841769026,34961.449967704786,23016.34052597665,-17383.14305992516,-3661.281643303396,-171.8038677798635,-7508.579962315617,969.0302044744707,-9733.625647648958
UAV_0082,85.65827892227807,11.074628035056257,30377.825049386083,-125.89801205571477,-113.52562076331091,-140.0484847120761,140.61540139437346,-4680.605940223165,-153.12711893852455,-62.24713033809889,62.150923707757705,641.0702467067744,7133.532978378167,-648.8153498138018,50082.29361445732,-695.700640635549,40.41581228213973,-103.18092689888097,33505.74286204636,-164.8973841769026,34962.44018848584,23048.504865913856,-17398.295995262808,-3677.194228810888,-172.15500294453025,-7535.898328267483,969.0302044744708,-9755.607868733998
UAV_0083,87.29966369437705,10.14793693221818,30377.825049386083,-125.90062063947713,-113.52575208745947,-136.8612442727801,140.5912754437698,-4680.605940223165,-152.38874278854894,-62.401204032667394,62.696734787365536,635.433151078351,7137.368898735062,-648.8153498138018,50036.48883907341,-697.0234009303604,40.41581228213973,-103.32678864340187,33505.30925306531,-164.8973841769026,34962.00520271325,23078.66529947337,-17387.825509258673,-3640.7892234684327,-172.6198216833615,-7465.138763393517,969.0302044744708,-9800.939707116395
UAV_0084,86.99222879263435,11.885402809305562,30377.82504938608,-125.90195674166996,-113.5259908031181,-139.3310608358121,140.61029064266927,-4680.605940223165,-151.9460839880725,-62.37086008102458,62.22172416649769,639.753224032879,7132.500644294143,-648.8153498138018,50047.03766255101,-694.7143122103242,40.41581228213973,-103.05752114255593,33504.90056246303,-164.8973841769026,34961.519375146905,23020.40238161207,-17385.916011618665,-3664.0600517431,-171.84937139046107,-7510.979599114147,969.0302044744708,-9734.837902885336
UAV_0085,2.9266463872132698,11.915859917207204,30377.82504938608,-125.89731129372726,-113.5260168544589,-139.96571318161392,140.61615533032983,-4680.605940223141,-153.1532066657276,-62.45628010787111,62.17907845117959,640.9115039947851,7132.9346843335625,-648.8153498137995,50067.06527749805,-695.120799519417,40.41581228213973,-99.92779343556595,33505.63125230973,-164.8973841769026,34962.31995759429,23028.828490756572,-17392.718283549002,-3675.94256728475,-172.04853115621717,-8037.224785164468,969.0302044744708,-9746.466964173389
UAV_0086,86.19319360255837,11.611343932108518,30377.82504938608,-125.89698392238803,-113.52595930931123,-137.40658352258893,140.5912754437698,-4680.605940223165,-152.66787681613025,-62.49401346764038,62.565372712928486,636.4713131556065,7134.99987699337,-648.8153498138018,50093.14498029477,-695.8910334482749,40.41581228213973,-103.32391804807834,33504.61067914657,-164.8973841769026,34961.23594577011,23054.28544822064,-17404.517838932396,-3640.7142654291374,-172.21300066374056,-7471.33267874242,969.0302044744708,-9769.525069930216
UAV_0087,87.78520372220073,9.855531381679327,30377.82504938608,-125.8932352417473,-113.52690039306928,-136.6968982703734,140.5912754437698,-4680.605940223165,-153.16227719892086,-62.42250048662221,62.740329914186354,635.1032791017437,7137.725217495697,-648.8153498138018,50054.858838984546,-697.3014962172861,40.41581228213973,-103.32695680567628,33505.36359209918,-164.8973841769026,34961.98982653501,23091.174420732244,-17395.012536425696,-3642.002084187426,-172.7188082226786,-7464.126474976099,969.0302044744708,-9807.901432715553
UAV_0088,87.57851322852005,11.137033203937394,30377.825049386083,-125.89196993547633,-113.52592232309307,-139.290483761872,140.6083584150047,-4680.605940223165,-152.49763789148034,-62.58320817935022,62.19642725759979,639.5272433984468,7132.249080167394,-648.8153498138018,50052.01587473065,-694.7284684598087,40.41581228213973,-102.98000988476498,33504.86559910269,-164.8973841769026,34961.46361314938,23017.831023309773,-17386.99483004737,-3663.463482878539,-171.89511869363582,-7509.661123823066,969.0302044744708,-9738.385435957274
UAV_0089,21.76081357537533,10.310774520868813,30377.82504938608,-125.90061050872563,-113.52609323099965,-139.0328276707229,140.60663825470672,-4680.605940223179,-152.75580020222233,-62.39221487458776,62.22118820307419,639.3530764774814,7130.991158122168,-648.8153498138028,50016.2317571838,-694.0211008508907,40.41581228213974,-104.56545650732735,33503.9198485227,-164.8973841769026,34960.49766905874,22982.88038728056,-17373.017027546215,-3658.6730195903924,-171.66336306822225,-7720.899331790349,969.0302044744708,-9722.134429724352
UAV_0090,87.97435972435979,11.116725415223641,30377.825049386083,-125.88717846281335,-113.52552489179443,-137.1615336424698,140.5912754437698,-4680.605940223165,-153.06352899260628,-62.490101537825716,62.59077815475114,635.9526097152003,7135.970662774958,-648.8153498138018,50043.447815318184,-696.0077292013483,40.41581228213973,-103.3242457446911,33504.97382505007,-164.8973841769026,34961.5800015175,23063.196479574115,-17387.144772839285,-3643.8397406653266,-172.34066256322245,-7468.914826243675,969.0302044744708,-9780.13588590759
UAV_0091,86.02939181233496,11.566155154693604,30377.82504938608,-125.90218495483393,-113.5264660380642,-137.29145964572416,140.5912754437698,-4680.605940223165,-152.9321711053188,-62.4590268905938,62.58719257858136,636.3716442101179,7135.023221672257,-648.8153498138018,50047.80032312138,-695.855464432588,40.41581228213973,-103.3248773113789,33504.81849508672,-164.8973841769026,34961.49505821347,23057.302211601374,-17389.47772061477,-3644.9536791903815,-172.31295626696553,-7469.611759499096,969.0302044744708,-9775.589064206557
UAV_0092,84.98840672929295,11.036818911358223,30377.825049386076,-125.89992745165375,-113.52594726014263,-136.2574722030188,140.5912754437698,-4680.605940223165,-152.8706466534873,-62.35062960150429,62.7347633537851,634.1526334753019,7140.0110924508945,-648.8153498138018,49912.85835396181,-697.8702387631718,40.41581228213973,-103.32728594882656,33506.32776430761,-164.8973841769026,34963.01413063224,23112.859657070585,-17349.031433092252,-3637.4199414759514,-173.12803547573105,-7458.006930176663,969.0302044744708,-9830.00013865557
UAV_0093,86.9984851783611,11.873996171974772,30377.825049386083,-125.89494907939952,-113.52575950180223,-137.0046756680633,140.5912754437698,-4680.605940223165,-152.67041696108487,-62.29933654707871,62.605188863407946,635.6985170517984,7136.961835904132,-648.8153498138018,50009.1512828815,-696.4045057385399,40.41581228213973,-103.32592711763317,33505.17722803844,-164.8973841769026,34961.888577023274,23066.32625189184,-17377.353948446853,-3641.7184397452056,-172.44767979285072,-7467.349815960726,969.0302044744707,-9785.933446707662
UAV_0094,85.38644931037973,11.247588174033618,30377.82504938608,-125.8884065324959,-113.52636732980555,-140.43698057082713,140.62898762803613,-4680.605940223165,-153.58851315056702,-62.50369878532249,62.16468114748305,641.6366211249475,7134.517281177271,-648.8153498138018,50098.31463998039,-696.2538741356751,40.41581228213973,-103.26429184282951,33506.41779451135,-164.8973841769026,34963.10156376264,23052.713305067733,-17406.608381501224,-3684.7785089833833,-172.33656272303904,-7550.659718158907,969.0302044744707,-9764.904585352886
UAV_0095,86.53455258777555,11.229710814561559,30377.82504938608,-125.8961266210092,-113.52560727284586,-136.3912028429851,140.5912754437698,-4680.605940223165,-153.5752869489812,-62.363174320286795,62.73690436008771,634.5318906093607,7138.4790604120335,-648.8153498138018,50030.01465996503,-697.7334937702277,40.41581228213973,-103.32740045094631,33505.63800863371,-164.8973841769026,34962.32319020474,23108.22664828159,-17388.387921304435,-3633.646342052572,-172.9434730586349,-7461.197407152909,969.0302044744709,-9822.441080239323
UAV_0096,86.26615822223735,11.922446595879233,30377.82504938608,-125.89928453163468,-113.52572993789306,-139.53537225545708,140.61000560832323,-4680.605940223165,-153.77974338110033,-62.465861962504235,62.20167618742339,640.2234661395436,7132.501176024873,-648.8153498138018,50057.83254768098,-695.0195344310737,40.41581228213973,-103.08337762504468,33505.184232226275,-164.8973841769026,34961.79159620896,23024.86921386933,-17389.320072684266,-3668.6283031906923,-171.97072313026013,-7518.4902397097985,969.0302044744708,-9743.26602961693
UAV_0097,87.04622610709406,11.52091289957398,30377.82504938608,-125.89491584397223,-113.52594678751326,-139.61578846005375,140.61221567225965,-4680.605940223165,-152.3297555090864,-62.50314115284336,62.159482506384904,640.2687798901254,7132.147592966136,-648.8153498138018,50053.21921397284,-694.9523713625816,40.41581228213973,-103.15999311947753,33505.08314584981,-164.8973841769026,34961.79701155451,23020.06633157478,-17386.62972525041,-3667.1746179854513,-171.90643179557154,-7517.947450013425,969.0302044744707,-9739.182596015287
UAV_0098,86.99705023109293,11.276756902440296,30377.825049386076,-125.89563726829286,-113.52590653212796,-139.55094697997754,140.6117127565674,-4680.605940223165,-153.29883593404878,-62.38282555525038,62.208513775070664,639.9513809329737,7132.800668165356,-648.8153498138018,50060.74661791169,-695.1584750760204,40.41581228213973,-103.03772278839986,33505.13343196669,-164.8973841769026,34961.808492772354,23026.859270773737,-17390.924938675373,-3664.544595227613,-171.9668206019357,-7517.267285546486,969.0302044744708,-9742.906715673134
UAV_0099,86.36583134565757,11.168241141263403,30377.825049386076,-125.88920638977629,-113.52564546939493,-136.05763818533535,140.5912754437698,-4680.605940223165,-154.05090386465758,-62.49777691980439,62.80092513247524,634.0323684752624,7140.190702220117,-648.8153498138018,49999.98697245951,-698.2113469728099,40.41581228213973,-103.32722780507504,33505.969204010675,-164.8973841769026,34962.69034097546,23118.523698864217,-17378.159438598534,-3637.489978360302,-173.1196697284305,-7458.585610818032,969.0302044744708,-9832.823034602252
UAV_0100,85.81285128101509,11.351654017610276,30377.82504938608,-125.8880447643939,-113.52619611390281,-136.43877034831038,140.5912754437698,-4680.605940223165,-153.54423959460368,-62.38927412136358,62.81804014412703,634.6852917377489,7139.037293521551,-648.8153498138018,49965.15419203867,-697.8053899943123,40.41581228213973,-103.32758047106319,33505.931403090806,-164.8973841769026,34962.65478771904,23101.19135198376,-17364.36396866733,-3634.6590801480547,-172.9491856235844,-7460.924122099135,969.0302044744709,-9821.403505703836
