channel,uav_id,longest_run,flatline_rows,row_count
telemetry_26,UAV_0025,2,0,193
telemetry_27,UAV_0025,193,193,193
telemetry_28,UAV_0025,1,0,193
telemetry_01,UAV_0026,1,0,243
telemetry_02,UAV_0026,1,0,243
telemetry_03,UAV_0026,138,240,243
telemetry_04,UAV_0026,2,0,243
telemetry_05,UAV_0026,1,0,243
telemetry_06,UAV_0026,1,0,243
telemetry_07,UAV_0026,243,243,243
telemetry_08,UAV_0026,243,243,243
telemetry_09,UAV_0026,1,0,243
telemetry_10,UAV_0026,1,0,243
telemetry_11,UAV_0026,1,0,243
telemetry_12,UAV_0026,3,0,243
telemetry_13,UAV_0026,1,0,243
telemetry_14,UAV_0026,243,243,243
telemetry_15,UAV_0026,1,0,243
telemetry_16,UAV_0026,5,10,243
telemetry_17,UAV_0026,138,240,243
telemetry_18,UAV_0026,1,0,243
telemetry_19,UAV_0026,1,0,243
telemetry_20,UAV_0026,243,243,243
telemetry_21,UAV_0026,4,0,243
telemetry_22,UAV_0026,1,0,243
telemetry_23,UAV_0026,1,0,243
telemetry_24,UAV_0026,1,0,243
telemetry_25,UAV_0026,2,0,243
telemetry_26,UAV_0026,2,0,243
telemetry_27,UAV_0026,243,243,243
telemetry_28,UAV_0026,1,0,243
telemetry_01,UAV_0027,1,0,320
telemetry_02,UAV_0027,1,0,320
telemetry_03,UAV_0027,181,313,320
telemetry_04,UAV_0027,2,0,320
telemetry_05,UAV_0027,1,0,320
telemetry_06,UAV_0027,2,0,320
telemetry_07,UAV_0027,108,301,320
telemetry_08,UAV_0027,320,320,320
telemetry_09,UAV_0027,1,0,320
telemetry_10,UAV_0027,1,0,320
telemetry_11,UAV_0027,1,0,320
telemetry_12,UAV_0027,2,0,320
telemetry_13,UAV_0027,1,0,320
telemetry_14,UAV_0027,320,320,320
telemetry_15,UAV_0027,1,0,320
telemetry_16,UAV_0027,6,17,320
telemetry_17,UAV_0027,181,313,320
telemetry_18,UAV_0027,1,0,320
telemetry_19,UAV_0027,1,0,320
telemetry_20,UAV_0027,320,320,320
telemetry_21,UAV_0027,3,0,320
telemetry_22,UAV_0027,1,0,320
telemetry_23,UAV_0027,1,0,320
telemetry_24,UAV_0027,1,0,320
telemetry_25,UAV_0027,2,0,320
telemetry_26,UAV_0027,2,0,320
telemetry_27,UAV_0027,320,320,320
telemetry_28,UAV_0027,1,0,320
telemetry_01,UAV_0028,1,0,200
telemetry_02,UAV_0028,1,0,200
telemetry_03,UAV_0028,136,196,200
telemetry_04,UAV_0028,2,0,200
telemetry_05,UAV_0028,1,0,200
telemetry_06,UAV_0028,1,0,200
telemetry_07,UAV_0028,200,200,200
telemetry_08,UAV_0028,200,200,200
telemetry_09,UAV_0028,1,0,200
telemetry_10,UAV_0028,1,0,200
telemetry_11,UAV_0028,1,0,200
telemetry_12,UAV_0028,2,0,200
telemetry_13,UAV_0028,1,0,200
telemetry_14,UAV_0028,200,200,200
telemetry_15,UAV_0028,1,0,200
telemetry_16,UAV_0028,4,0,200
telemetry_17,UAV_0028,136,196,200
telemetry_18,UAV_0028,1,0,200
telemetry_19,UAV_0028,1,0,200
telemetry_20,UAV_0028,200,200,200
telemetry_21,UAV_0028,4,0,200
telemetry_22,UAV_0028,2,0,200
telemetry_23,UAV_0028,1,0,200
telemetry_24,UAV_0028,1,0,200
telemetry_25,UAV_0028,3,0,200
telemetry_26,UAV_0028,2,0,200
telemetry_27,UAV_0028,200,200,200
telemetry_28,UAV_0028,1,0,200
telemetry_01,UAV_0029,1,0,223
telemetry_02,UAV_0029,1,0,223
telemetry_03,UAV_0029,62,219,223
telemetry_04,UAV_0029,2,0,223
telemetry_05,UAV_0029,1,0,223
telemetry_06,UAV_0029,1,0,223
telemetry_07,UAV_0029,223,223,223
telemetry_08,UAV_0029,223,223,223
telemetry_09,UAV_0029,1,0,223
telemetry_10,UAV_0029,1,0,223
telemetry_11,UAV_0029,1,0,223
telemetry_12,UAV_0029,2,0,223
telemetry_13,UAV_0029,1,0,223
telemetry_14,UAV_0029,223,223,223
telemetry_15,UAV_0029,1,0,223
telemetry_16,UAV_0029,7,17,223
telemetry_17,UAV_0029,62,219,223
telemetry_18,UAV_0029,1,0,223
telemetry_19,UAV_0029,1,0,223
telemetry_20,UAV_0029,223,223,223
telemetry_21,UAV_0029,3,0,223
telemetry_22,UAV_0029,1,0,223
telemetry_23,UAV_0029,1,0,223
telemetry_24,UAV_0029,1,0,223
telemetry_25,UAV_0029,2,0,223
telemetry_26,UAV_0029,2,0,223
telemetry_27,UAV_0029,223,223,223
telemetry_28,UAV_0029,1,0,223
telemetry_01,UAV_0030,1,0,218
telemetry_02,UAV_0030,1,0,218
telemetry_03,UAV_0030,97,215,218
telemetry_04,UAV_0030,2,0,218
telemetry_05,UAV_0030,1,0,218
telemetry_06,UAV_0030,1,0,218
telemetry_07,UAV_0030,218,218,218
telemetry_08,UAV_0030,218,218,218
telemetry_09,UAV_0030,1,0,218
telemetry_10,UAV_0030,1,0,218
telemetry_11,UAV_0030,1,0,218
telemetry_12,UAV_0030,2,0,218
telemetry_13,UAV_0030,1,0,218
telemetry_14,UAV_0030,218,218,218
telemetry_15,UAV_0030,1,0,218
telemetry_16,UAV_0030,5,15,218
telemetry_17,UAV_0030,97,215,218
telemetry_18,UAV_0030,1,0,218
telemetry_19,UAV_0030,1,0,218
telemetry_20,UAV_0030,218,218,218
telemetry_21,UAV_0030,3,0,218
telemetry_22,UAV_0030,1,0,218
telemetry_23,UAV_0030,1,0,218
telemetry_24,UAV_0030,1,0,218
telemetry_25,UAV_0030,3,0,218
telemetry_26,UAV_0030,2,0,218
telemetry_27,UAV_0030,218,218,218
telemetry_28,UAV_0030,1,0,218
telemetry_01,UAV_0031,1,0,183
telemetry_02,UAV_0031,1,0,183
telemetry_03,UAV_0031,174,182,183
telemetry_04,UAV_0031,2,0,183
telemetry_05,UAV_0031,1,0,183
telemetry_06,UAV_0031,1,0,183
telemetry_07,UAV_0031,183,183,183
telemetry_08,UAV_0031,183,183,183
telemetry_09,UAV_0031,1,0,183
telemetry_10,UAV_0031,1,0,183
telemetry_11,UAV_0031,1,0,183
telemetry_12,UAV_0031,2,0,183
telemetry_13,UAV_0031,1,0,183
telemetry_14,UAV_0031,183,183,183
telemetry_15,UAV_0031,1,0,183
telemetry_16,UAV_0031,7,17,183
telemetry_17,UAV_0031,174,182,183
telemetry_18,UAV_0031,1,0,183
telemetry_19,UAV_0031,1,0,183
telemetry_20,UAV_0031,183,183,183
telemetry_21,UAV_0031,4,0,183
telemetry_22,UAV_0031,1,0,183
telemetry_23,UAV_0031,1,0,183
telemetry_24,UAV_0031,1,0,183
telemetry_25,UAV_0031,3,0,183
telemetry_26,UAV_0031,1,0,183
telemetry_27,UAV_0031,183,183,183
telemetry_28,UAV_0031,1,0,183
telemetry_01,UAV_0032,1,0,189
telemetry_02,UAV_0032,1,0,189
telemetry_03,UAV_0032,119,187,189
telemetry_04,UAV_0032,2,0,189
telemetry_05,UAV_0032,1,0,189
telemetry_06,UAV_0032,1,0,189
telemetry_07,UAV_0032,189,189,189
telemetry_08,UAV_0032,189,189,189
telemetry_09,UAV_0032,1,0,189
telemetry_10,UAV_0032,1,0,189
telemetry_11,UAV_0032,1,0,189
telemetry_12,UAV_0032,2,0,189
telemetry_13,UAV_0032,1,0,189
telemetry_14,UAV_0032,189,189,189
telemetry_15,UAV_0032,1,0,189
telemetry_16,UAV_0032,6,6,189
telemetry_17,UAV_0032,119,187,189
telemetry_18,UAV_0032,1,0,189
telemetry_19,UAV_0032,1,0,189
telemetry_20,UAV_0032,189,189,189
telemetry_21,UAV_0032,4,0,189
telemetry_22,UAV_0032,1,0,189
telemetry_23,UAV_0032,1,0,189
telemetry_24,UAV_0032,1,0,189
telemetry_25,UAV_0032,2,0,189
telemetry_26,UAV_0032,2,0,189
telemetry_27,UAV_0032,189,189,189
telemetry_28,UAV_0032,1,0,189
telemetry_01,UAV_0033,1,0,231
telemetry_02,UAV_0033,1,0,231
telemetry_03,UAV_0033,143,229,231
telemetry_04,UAV_0033,2,0,231
telemetry_05,UAV_0033,1,0,231
telemetry_06,UAV_0033,1,0,231
telemetry_07,UAV_0033,175,216,231
telemetry_08,UAV_0033,231,231,231
telemetry_09,UAV_0033,1,0,231
telemetry_10,UAV_0033,1,0,231
telemetry_11,UAV_0033,1,0,231
telemetry_12,UAV_0033,2,0,231
telemetry_13,UAV_0033,1,0,231
telemetry_14,UAV_0033,231,231,231
telemetry_15,UAV_0033,1,0,231
telemetry_16,UAV_0033,7,23,231
telemetry_17,UAV_0033,143,229,231
telemetry_18,UAV_0033,1,0,231
telemetry_19,UAV_0033,1,0,231
telemetry_20,UAV_0033,231,231,231
telemetry_21,UAV_0033,3,0,231
telemetry_22,UAV_0033,2,0,231
telemetry_23,UAV_0033,1,0,231
telemetry_24,UAV_0033,1,0,231
telemetry_25,UAV_0033,2,0,231
telemetry_26,UAV_0033,2,0,231
telemetry_27,UAV_0033,231,231,231
telemetry_28,UAV_0033,1,0,231
telemetry_01,UAV_0034,1,0,459
telemetry_02,UAV_0034,1,0,459
telemetry_03,UAV_0034,186,453,459
telemetry_04,UAV_0034,2,0,459
telemetry_05,UAV_0034,1,0,459
telemetry_06,UAV_0034,1,0,459
telemetry_07,UAV_0034,351,437,459
telemetry_08,UAV_0034,459,459,459
telemetry_09,UAV_0034,1,0,459
telemetry_10,UAV_0034,1,0,459
telemetry_11,UAV_0034,1,0,459
telemetry_12,UAV_0034,2,0,459
telemetry_13,UAV_0034,1,0,459
telemetry_14,UAV_0034,459,459,459
telemetry_15,UAV_0034,1,0,459
telemetry_16,UAV_0034,6,22,459
telemetry_17,UAV_0034,186,453,459
telemetry_18,UAV_0034,1,0,459
telemetry_19,UAV_0034,1,0,459
telemetry_20,UAV_0034,459,459,459
telemetry_21,UAV_0034,3,0,459
telemetry_22,UAV_0034,1,0,459
telemetry_23,UAV_0034,1,0,459
telemetry_24,UAV_0034,1,0,459
telemetry_25,UAV_0034,2,0,459
telemetry_26,UAV_0034,2,0,459
telemetry_27,UAV_0034,459,459,459
telemetry_28,UAV_0034,1,0,459
telemetry_01,UAV_0035,1,0,231
telemetry_02,UAV_0035,1,0,231
telemetry_03,UAV_0035,104,226,231
telemetry_04,UAV_0035,2,0,231
telemetry_05,UAV_0035,1,0,231
telemetry_06,UAV_0035,1,0,231
telemetry_07,UAV_0035,231,231,231
telemetry_08,UAV_0035,6,6,231
telemetry_09,UAV_0035,1,0,231
telemetry_10,UAV_0035,1,0,231
telemetry_11,UAV_0035,2,0,231
telemetry_12,UAV_0035,2,0,231
telemetry_13,UAV_0035,1,0,231
telemetry_14,UAV_0035,10,65,231
telemetry_15,UAV_0035,1,0,231
telemetry_16,UAV_0035,6,11,231
telemetry_17,UAV_0035,104,226,231
telemetry_18,UAV_0035,1,0,231
telemetry_19,UAV_0035,1,0,231
telemetry_20,UAV_0035,231,231,231
telemetry_21,UAV_0035,3,0,231
telemetry_22,UAV_0035,1,0,231
telemetry_23,UAV_0035,1,0,231
telemetry_24,UAV_0035,1,0,231
telemetry_25,UAV_0035,3,0,231
telemetry_26,UAV_0035,1,0,231
telemetry_27,UAV_0035,231,231,231
telemetry_28,UAV_0035,1,0,231
telemetry_01,UAV_0036,1,0,324
telemetry_02,UAV_0036,1,0,324
telemetry_03,UAV_0036,189,322,324
telemetry_04,UAV_0036,2,0,324
telemetry_05,UAV_0036,1,0,324
telemetry_06,UAV_0036,1,0,324
telemetry_07,UAV_0036,324,324,324
telemetry_08,UAV_0036,324,324,324
telemetry_09,UAV_0036,1,0,324
telemetry_10,UAV_0036,1,0,324
telemetry_11,UAV_0036,2,0,324
telemetry_12,UAV_0036,2,0,324
telemetry_13,UAV_0036,1,0,324
telemetry_14,UAV_0036,324,324,324
telemetry_15,UAV_0036,1,0,324
telemetry_16,UAV_0036,5,15,324
telemetry_17,UAV_0036,189,322,324
telemetry_18,UAV_0036,1,0,324
telemetry_19,UAV_0036,1,0,324
telemetry_20,UAV_0036,324,324,324
telemetry_21,UAV_0036,3,0,324
telemetry_22,UAV_0036,1,0,324
telemetry_23,UAV_0036,1,0,324
telemetry_24,UAV_0036,1,0,324
telemetry_25,UAV_0036,2,0,324
telemetry_26,UAV_0036,2,0,324
telemetry_27,UAV_0036,324,324,324
telemetry_28,UAV_0036,1,0,324
telemetry_01,UAV_0037,1,0,324
telemetry_02,UAV_0037,1,0,324
telemetry_03,UAV_0037,163,318,324
telemetry_04,UAV_0037,2,0,324
telemetry_05,UAV_0037,1,0,324
telemetry_06,UAV_0037,2,0,324
telemetry_07,UAV_0037,264,316,324
telemetry_08,UAV_0037,324,324,324
telemetry_09,UAV_0037,1,0,324
telemetry_10,UAV_0037,1,0,324
telemetry_11,UAV_0037,1,0,324
telemetry_12,UAV_0037,2,0,324
telemetry_13,UAV_0037,1,0,324
telemetry_14,UAV_0037,324,324,324
telemetry_15,UAV_0037,1,0,324
telemetry_16,UAV_0037,6,6,324
telemetry_17,UAV_0037,163,318,324
telemetry_18,UAV_0037,1,0,324
telemetry_19,UAV_0037,1,0,324
telemetry_20,UAV_0037,324,324,324
telemetry_21,UAV_0037,3,0,324
telemetry_22,UAV_0037,1,0,324
telemetry_23,UAV_0037,1,0,324
telemetry_24,UAV_0037,1,0,324
telemetry_25,UAV_0037,2,0,324
telemetry_26,UAV_0037,2,0,324
telemetry_27,UAV_0037,324,324,324
telemetry_28,UAV_0037,1,0,324
telemetry_01,UAV_0038,1,0,201
telemetry_02,UAV_0038,1,0,201
telemetry_03,UAV_0038,63,196,201
telemetry_04,UAV_0038,1,0,201
telemetry_05,UAV_0038,1,0,201
telemetry_06,UAV_0038,1,0,201
telemetry_07,UAV_0038,145,181,201
telemetry_08,UAV_0038,201,201,201
telemetry_09,UAV_0038,1,0,201
telemetry_10,UAV_0038,1,0,201
telemetry_11,UAV_0038,1,0,201
telemetry_12,UAV_0038,2,0,201
telemetry_13,UAV_0038,1,0,201
telemetry_14,UAV_0038,201,201,201
telemetry_15,UAV_0038,1,0,201
telemetry_16,UAV_0038,5,5,201
telemetry_17,UAV_0038,63,196,201
telemetry_18,UAV_0038,1,0,201
telemetry_19,UAV_0038,1,0,201
telemetry_20,UAV_0038,201,201,201
telemetry_21,UAV_0038,3,0,201
telemetry_22,UAV_0038,2,0,201
telemetry_23,UAV_0038,1,0,201
telemetry_24,UAV_0038,1,0,201
telemetry_25,UAV_0038,2,0,201
telemetry_26,UAV_0038,1,0,201
telemetry_27,UAV_0038,201,201,201
telemetry_28,UAV_0038,1,0,201
telemetry_01,UAV_0039,1,0,288
telemetry_02,UAV_0039,1,0,288
telemetry_03,UAV_0039,76,279,288
telemetry_04,UAV_0039,2,0,288
telemetry_05,UAV_0039,1,0,288
telemetry_06,UAV_0039,1,0,288
telemetry_07,UAV_0039,214,272,288
telemetry_08,UAV_0039,288,288,288
telemetry_09,UAV_0039,1,0,288
telemetry_10,UAV_0039,1,0,288
telemetry_11,UAV_0039,1,0,288
telemetry_12,UAV_0039,2,0,288
telemetry_13,UAV_0039,1,0,288
telemetry_14,UAV_0039,288,288,288
telemetry_15,UAV_0039,1,0,288
telemetry_16,UAV_0039,7,24,288
telemetry_17,UAV_0039,76,279,288
telemetry_18,UAV_0039,1,0,288
telemetry_19,UAV_0039,1,0,288
telemetry_20,UAV_0039,288,288,288
telemetry_21,UAV_0039,3,0,288
telemetry_22,UAV_0039,1,0,288
telemetry_23,UAV_0039,1,0,288
telemetry_24,UAV_0039,1,0,288
telemetry_25,UAV_0039,2,0,288
telemetry_26,UAV_0039,2,0,288
telemetry_27,UAV_0039,288,288,288
telemetry_28,UAV_0039,1,0,288
telemetry_01,UAV_0040,1,0,188
telemetry_02,UAV_0040,1,0,188
telemetry_03,UAV_0040,82,186,188
telemetry_04,UAV_0040,2,0,188
telemetry_05,UAV_0040,1,0,188
telemetry_06,UAV_0040,1,0,188
telemetry_07,UAV_0040,188,188,188
telemetry_08,UAV_0040,188,188,188
telemetry_09,UAV_0040,1,0,188
telemetry_10,UAV_0040,1,0,188
telemetry_11,UAV_0040,1,0,188
telemetry_12,UAV_0040,2,0,188
telemetry_13,UAV_0040,1,0,188
telemetry_14,UAV_0040,188,188,188
telemetry_15,UAV_0040,1,0,188
telemetry_16,UAV_0040,6,16,188
telemetry_17,UAV_0040,82,186,188
telemetry_18,UAV_0040,1,0,188
telemetry_19,UAV_0040,1,0,188
telemetry_20,UAV_0040,188,188,188
telemetry_21,UAV_0040,2,0,188
telemetry_22,UAV_0040,1,0,188
telemetry_23,UAV_0040,1,0,188
telemetry_24,UAV_0040,1,0,188
telemetry_25,UAV_0040,2,0,188
telemetry_26,UAV_0040,1,0,188
telemetry_27,UAV_0040,188,188,188
telemetry_28,UAV_0040,1,0,188
telemetry_01,UAV_0041,1,0,295
telemetry_02,UAV_0041,1,0,295
telemetry_03,UAV_0041,109,283,295
telemetry_04,UAV_0041,3,0,295
telemetry_05,UAV_0041,1,0,295
telemetry_06,UAV_0041,1,0,295
telemetry_07,UAV_0041,200,271,295
telemetry_08,UAV_0041,295,295,295
telemetry_09,UAV_0041,1,0,295
telemetry_10,UAV_0041,1,0,295
telemetry_11,UAV_0041,1,0,295
telemetry_12,UAV_0041,2,0,295
telemetry_13,UAV_0041,1,0,295
telemetry_14,UAV_0041,295,295,295
telemetry_15,UAV_0041,1,0,295
telemetry_16,UAV_0041,7,18,295
telemetry_17,UAV_0041,109,283,295
telemetry_18,UAV_0041,1,0,295
telemetry_19,UAV_0041,1,0,295
telemetry_20,UAV_0041,295,295,295
telemetry_21,UAV_0041,3,0,295
telemetry_22,UAV_0041,1,0,295
telemetry_23,UAV_0041,1,0,295
telemetry_24,UAV_0041,1,0,295
telemetry_25,UAV_0041,3,0,295
telemetry_26,UAV_0041,2,0,295
telemetry_27,UAV_0041,295,295,295
telemetry_28,UAV_0041,1,0,295
telemetry_01,UAV_0042,1,0,193
telemetry_02,UAV_0042,1,0,193
telemetry_03,UAV_0042,88,189,193
telemetry_04,UAV_0042,2,0,193
telemetry_05,UAV_0042,1,0,193
telemetry_06,UAV_0042,1,0,193
telemetry_07,UAV_0042,160,186,193
telemetry_08,UAV_0042,193,193,193
telemetry_09,UAV_0042,1,0,193
telemetry_10,UAV_0042,1,0,193
telemetry_11,UAV_0042,1,0,193
telemetry_12,UAV_0042,2,0,193
telemetry_13,UAV_0042,1,0,193
telemetry_14,UAV_0042,193,193,193
telemetry_15,UAV_0042,1,0,193
telemetry_16,UAV_0042,8,14,193
telemetry_17,UAV_0042,88,189,193
telemetry_18,UAV_0042,1,0,193
telemetry_19,UAV_0042,1,0,193
telemetry_20,UAV_0042,193,193,193
telemetry_21,UAV_0042,3,0,193
telemetry_22,UAV_0042,1,0,193
telemetry_23,UAV_0042,1,0,193
telemetry_24,UAV_0042,1,0,193
telemetry_25,UAV_0042,2,0,193
telemetry_26,UAV_0042,2,0,193
telemetry_27,UAV_0042,193,193,193
telemetry_28,UAV_0042,1,0,193
telemetry_01,UAV_0043,1,0,321
telemetry_02,UAV_0043,1,0,321
telemetry_03,UAV_0043,213,317,321
telemetry_04,UAV_0043,2,0,321
telemetry_05,UAV_0043,1,0,321
telemetry_06,UAV_0043,2,0,321
telemetry_07,UAV_0043,238,299,321
telemetry_08,UAV_0043,321,321,321
telemetry_09,UAV_0043,1,0,321
telemetry_10,UAV_0043,1,0,321
telemetry_11,UAV_0043,1,0,321
telemetry_12,UAV_0043,3,0,321
telemetry_13,UAV_0043,1,0,321
telemetry_14,UAV_0043,321,321,321
telemetry_15,UAV_0043,1,0,321
telemetry_16,UAV_0043,4,0,321
telemetry_17,UAV_0043,213,317,321
telemetry_18,UAV_0043,1,0,321
telemetry_19,UAV_0043,1,0,321
telemetry_20,UAV_0043,321,321,321
telemetry_21,UAV_0043,5,5,321
telemetry_22,UAV_0043,1,0,321
telemetry_23,UAV_0043,1,0,321
telemetry_24,UAV_0043,1,0,321
telemetry_25,UAV_0043,3,0,321
telemetry_26,UAV_0043,2,0,321
telemetry_27,UAV_0043,321,321,321
telemetry_28,UAV_0043,1,0,321
telemetry_01,UAV_0044,1,0,180
telemetry_02,UAV_0044,1,0,180
telemetry_03,UAV_0044,52,171,180
telemetry_04,UAV_0044,2,0,180
telemetry_05,UAV_0044,1,0,180
telemetry_06,UAV_0044,1,0,180
telemetry_07,UAV_0044,180,180,180
telemetry_08,UAV_0044,180,180,180
telemetry_09,UAV_0044,1,0,180
telemetry_10,UAV_0044,1,0,180
telemetry_11,UAV_0044,1,0,180
telemetry_12,UAV_0044,2,0,180
telemetry_13,UAV_0044,1,0,180
telemetry_14,UAV_0044,180,180,180
telemetry_15,UAV_0044,1,0,180
telemetry_16,UAV_0044,6,6,180
telemetry_17,UAV_0044,52,171,180
telemetry_18,UAV_0044,1,0,180
telemetry_19,UAV_0044,1,0,180
telemetry_20,UAV_0044,180,180,180
telemetry_21,UAV_0044,3,0,180
telemetry_22,UAV_0044,1,0,180
telemetry_23,UAV_0044,1,0,180
telemetry_24,UAV_0044,1,0,180
telemetry_25,UAV_0044,2,0,180
telemetry_26,UAV_0044,2,0,180
telemetry_27,UAV_0044,180,180,180
telemetry_28,UAV_0044,1,0,180
telemetry_01,UAV_0045,1,0,205
telemetry_02,UAV_0045,1,0,205
telemetry_03,UAV_0045,73,202,205
telemetry_04,UAV_0045,2,0,205
telemetry_05,UAV_0045,1,0,205
telemetry_06,UAV_0045,1,0,205
telemetry_07,UAV_0045,163,195,205
telemetry_08,UAV_0045,205,205,205
telemetry_09,UAV_0045,1,0,205
telemetry_10,UAV_0045,1,0,205
telemetry_11,UAV_0045,1,0,205
telemetry_12,UAV_0045,3,0,205
telemetry_13,UAV_0045,1,0,205
telemetry_14,UAV_0045,205,205,205
telemetry_15,UAV_0045,1,0,205
telemetry_16,UAV_0045,6,12,205
telemetry_17,UAV_0045,73,202,205
telemetry_18,UAV_0045,1,0,205
telemetry_19,UAV_0045,1,0,205
telemetry_20,UAV_0045,205,205,205
telemetry_21,UAV_0045,2,0,205
telemetry_22,UAV_0045,2,0,205
telemetry_23,UAV_0045,1,0,205
telemetry_24,UAV_0045,1,0,205
telemetry_25,UAV_0045,2,0,205
telemetry_26,UAV_0045,2,0,205
telemetry_27,UAV_0045,205,205,205
telemetry_28,UAV_0045,1,0,205
telemetry_01,UAV_0046,1,0,204
telemetry_02,UAV_0046,1,0,204
telemetry_03,UAV_0046,63,200,204
telemetry_04,UAV_0046,2,0,204
telemetry_05,UAV_0046,1,0,204
telemetry_06,UAV_0046,1,0,204
telemetry_07,UAV_0046,162,193,204
telemetry_08,UAV_0046,204,204,204
telemetry_09,UAV_0046,1,0,204
telemetry_10,UAV_0046,1,0,204
telemetry_11,UAV_0046,1,0,204
telemetry_12,UAV_0046,2,0,204
telemetry_13,UAV_0046,1,0,204
telemetry_14,UAV_0046,204,204,204
telemetry_15,UAV_0046,1,0,204
telemetry_16,UAV_0046,5,20,204
telemetry_17,UAV_0046,63,200,204
telemetry_18,UAV_0046,1,0,204
telemetry_19,UAV_0046,1,0,204
telemetry_20,UAV_0046,204,204,204
telemetry_21,UAV_0046,3,0,204
telemetry_22,UAV_0046,1,0,204
telemetry_23,UAV_0046,1,0,204
telemetry_24,UAV_0046,1,0,204
telemetry_25,UAV_0046,2,0,204
telemetry_26,UAV_0046,2,0,204
telemetry_27,UAV_0046,204,204,204
telemetry_28,UAV_0046,1,0,204
telemetry_01,UAV_0047,1,0,269
telemetry_02,UAV_0047,1,0,269
telemetry_03,UAV_0047,196,260,269
telemetry_04,UAV_0047,2,0,269
telemetry_05,UAV_0047,1,0,269
telemetry_06,UAV_0047,1,0,269
telemetry_07,UAV_0047,269,269,269
telemetry_08,UAV_0047,269,269,269
telemetry_09,UAV_0047,1,0,269
telemetry_10,UAV_0047,1,0,269
telemetry_11,UAV_0047,1,0,269
telemetry_12,UAV_0047,2,0,269
telemetry_13,UAV_0047,1,0,269
telemetry_14,UAV_0047,269,269,269
telemetry_15,UAV_0047,1,0,269
telemetry_16,UAV_0047,5,10,269
telemetry_17,UAV_0047,196,260,269
telemetry_18,UAV_0047,1,0,269
telemetry_19,UAV_0047,1,0,269
telemetry_20,UAV_0047,269,269,269
telemetry_21,UAV_0047,3,0,269
telemetry_22,UAV_0047,1,0,269
telemetry_23,UAV_0047,1,0,269
telemetry_24,UAV_0047,1,0,269
telemetry_25,UAV_0047,2,0,269
telemetry_26,UAV_0047,2,0,269
telemetry_27,UAV_0047,269,269,269
telemetry_28,UAV_0047,1,0,269
telemetry_01,UAV_0048,1,0,174
telemetry_02,UAV_0048,1,0,174
telemetry_03,UAV_0048,84,170,174
telemetry_04,UAV_0048,2,0,174
telemetry_05,UAV_0048,1,0,174
telemetry_06,UAV_0048,1,0,174
telemetry_07,UAV_0048,174,174,174
telemetry_08,UAV_0048,174,174,174
telemetry_09,UAV_0048,1,0,174
telemetry_10,UAV_0048,1,0,174
telemetry_11,UAV_0048,1,0,174
telemetry_12,UAV_0048,2,0,174
telemetry_13,UAV_0048,1,0,174
telemetry_14,UAV_0048,174,174,174
telemetry_15,UAV_0048,2,0,174
telemetry_16,UAV_0048,5,10,174
telemetry_17,UAV_0048,84,170,174
telemetry_18,UAV_0048,1,0,174
telemetry_19,UAV_0048,1,0,174
telemetry_20,UAV_0048,174,174,174
telemetry_21,UAV_0048,3,0,174
telemetry_22,UAV_0048,1,0,174
telemetry_23,UAV_0048,1,0,174
telemetry_24,UAV_0048,1,0,174
telemetry_25,UAV_0048,2,0,174
telemetry_26,UAV_0048,2,0,174
telemetry_27,UAV_0048,174,174,174
telemetry_28,UAV_0048,1,0,174
telemetry_01,UAV_0049,1,0,256
telemetry_02,UAV_0049,1,0,256
telemetry_03,UAV_0049,101,254,256
telemetry_04,UAV_0049,2,0,256
telemetry_05,UAV_0049,1,0,256
telemetry_06,UAV_0049,1,0,256
telemetry_07,UAV_0049,180,237,256
telemetry_08,UAV_0049,256,256,256
telemetry_09,UAV_0049,1,0,256
telemetry_10,UAV_0049,1,0,256
telemetry_11,UAV_0049,1,0,256
telemetry_12,UAV_0049,2,0,256
telemetry_13,UAV_0049,1,0,256
telemetry_14,UAV_0049,256,256,256
telemetry_15,UAV_0049,1,0,256
telemetry_16,UAV_0049,6,21,256
telemetry_17,UAV_0049,101,254,256
telemetry_18,UAV_0049,1,0,256
telemetry_19,UAV_0049,1,0,256
telemetry_20,UAV_0049,256,256,256
telemetry_21,UAV_0049,3,0,256
telemetry_22,UAV_0049,1,0,256
telemetry_23,UAV_0049,1,0,256
telemetry_24,UAV_0049,1,0,256
telemetry_25,UAV_0049,2,0,256
telemetry_26,UAV_0049,2,0,256
telemetry_27,UAV_0049,256,256,256
telemetry_28,UAV_0049,1,0,256
telemetry_01,UAV_0050,1,0,161
telemetry_02,UAV_0050,1,0,161
telemetry_03,UAV_0050,93,159,161
telemetry_04,UAV_0050,2,0,161
telemetry_05,UAV_0050,1,0,161
telemetry_06,UAV_0050,2,0,161
telemetry_07,UAV_0050,161,161,161
telemetry_08,UAV_0050,161,161,161
telemetry_09,UAV_0050,1,0,161
telemetry_10,UAV_0050,1,0,161
telemetry_11,UAV_0050,1,0,161
telemetry_12,UAV_0050,2,0,161
telemetry_13,UAV_0050,1,0,161
telemetry_14,UAV_0050,161,161,161
telemetry_15,UAV_0050,1,0,161
telemetry_16,UAV_0050,6,6,161
telemetry_17,UAV_0050,93,159,161
telemetry_18,UAV_0050,1,0,161
telemetry_19,UAV_0050,1,0,161
telemetry_20,UAV_0050,161,161,161
telemetry_21,UAV_0050,2,0,161
telemetry_22,UAV_0050,2,0,161
telemetry_23,UAV_0050,1,0,161
